burg_candidate_rank,cell_id,x,y,lat,lon,settlement_desirability,population_estimate,local_population_radius_sum,connectivity_score,strategic_score,burg_candidate_score,coastal_flag,water_flag
1852,1051,143.15,558.3,15.846449,47.100548,0.40765,145.7,5194.31,0.6319,41.3359,41.6273,True,False
1853,3489,2956.0,2291.48,-11.591423,91.630664,0.41325,169.1,1864.96,0.6286,41.2884,41.6266,True,True
1854,2234,1970.05,1422.59,2.163955,76.022062,0.46841,75.79,3044.97,0.41,41.4634,41.615,False,False
1855,2270,2737.67,1466.62,1.466785,88.174277,0.41315,157.75,883.1,0.6358,41.2947,41.6102,True,True
1856,14,462.78,12.9,24.480665,52.160519,0.46919,75.91,2041.65,0.4126,41.4481,41.5999,False,False
1857,231,468.18,138.46,22.492861,52.245969,0.44333,71.73,5150.31,0.4959,41.4511,41.5946,False,False
1858,3839,984.58,2484.85,-14.652658,60.421092,0.46702,75.56,3681.05,0.4092,41.4243,41.5754,False,False
1859,653,948.58,372.85,18.782263,59.851263,0.41604,107.9,4148.46,0.6061,41.3527,41.5685,False,False
1860,68,467.59,50.43,23.886589,52.236704,0.46712,75.58,3256.08,0.4111,41.4148,41.5659,False,False
1861,339,371.22,201.54,21.494295,50.711076,0.45804,74.11,5697.27,0.4307,41.4009,41.5492,False,False
1862,4236,1747.67,2637.82,-17.074434,72.501596,0.46824,75.76,2298.04,0.4112,41.3847,41.5362,False,False
1863,3520,1331.58,2314.8,-11.960734,65.914435,0.46674,75.52,3496.81,0.4084,41.3683,41.5193,False,False
1864,3206,555.17,2155.96,-9.44607,53.623119,0.40561,122.63,6543.27,0.6264,41.248,41.4933,True,False
1865,771,367.61,428.93,17.89447,50.653979,0.41931,89.07,7675.84,0.5672,41.3022,41.4803,False,False
1866,57,109.39,46.76,23.944601,46.566025,0.41523,110.28,2746.5,0.6124,41.2427,41.4632,False,False
1867,2,84.69,16.37,24.425748,46.174972,0.42084,103.4,2173.83,0.5936,41.2409,41.4477,False,False
1868,903,170.4,500.92,16.754798,47.53184,0.41507,102.95,5594.37,0.593,41.2168,41.4227,False,False
1869,778,590.2,425.81,17.943819,54.177732,0.41884,97.98,5721.98,0.5771,41.2172,41.4131,False,False
1870,1115,4377.0,567.0,15.70872,114.126482,0.41204,166.41,1068.48,0.6268,41.0747,41.4075,True,True
1871,932,1165.39,490.73,16.916081,63.283598,0.46186,74.73,5027.13,0.4091,41.2087,41.3581,False,False
1872,461,619.56,272.68,20.368019,54.642582,0.42351,81.54,5313.84,0.559,41.1797,41.3428,False,False
1873,2670,1708.36,1842.98,-4.491353,71.879335,0.46412,75.09,3638.23,0.407,41.1707,41.3209,False,False
1874,2040,1935.66,1164.93,6.242841,75.477646,0.40851,111.1,5076.28,0.616,41.098,41.3202,False,False
1875,2021,200.42,1164.22,6.254081,48.007066,0.40997,116.62,2502.59,0.6261,41.0824,41.3156,False,False
1876,3770,905.15,2448.39,-14.075533,59.163783,0.46418,75.1,3386.64,0.4068,41.1414,41.2916,False,False
1877,862,1131.13,463.53,17.34677,62.74116,0.46065,74.53,5850.76,0.4046,41.1388,41.2879,False,False
1878,464,719.24,271.04,20.394091,56.220522,0.41969,93.09,5865.13,0.566,41.096,41.2821,False,False
1879,4382,653.74,2691.95,-17.931256,55.183633,0.46566,75.34,2102.48,0.4083,41.1247,41.2754,False,False
1880,840,365.66,456.0,17.465929,50.623007,0.41775,92.98,7518.78,0.5625,41.0879,41.2738,False,False
1881,857,894.11,473.95,17.181834,58.988857,0.40092,161.01,6816.55,0.626,40.9353,41.2573,True,True
1882,2240,2161.03,1434.99,1.967567,79.045579,0.4185,101.73,2955.12,0.5871,41.0476,41.2511,False,False
1883,1837,292.23,1010.28,8.691113,49.460574,0.40429,136.76,4725.16,0.6281,40.9714,41.2449,True,False
1884,681,1840.79,371.92,18.797033,73.975793,0.40478,153.93,3685.79,0.631,40.9353,41.2431,True,True
1885,3677,2153.89,2383.07,-13.041404,78.932418,0.41506,106.83,2414.39,0.6024,41.011,41.2247,False,False
1886,3208,606.48,2173.0,-9.715829,54.435472,0.40027,133.97,7535.13,0.6249,40.9542,41.2221,True,False
1887,925,872.64,493.05,16.879379,58.649026,0.41011,105.32,5758.76,0.5998,41.0015,41.2121,False,False
1888,3612,3006.12,2348.12,-12.48818,92.424144,0.40881,165.94,1487.79,0.6256,40.8704,41.2023,True,True
1889,2694,2480.39,1843.23,-4.495224,84.101259,0.4094,112.71,2653.84,0.6205,40.9579,41.1833,False,False
1890,1594,95.43,860.06,11.069242,46.345053,0.40213,155.98,4714.19,0.6294,40.8366,41.1485,True,True
1891,1131,723.71,596.45,15.242508,56.291386,0.41036,103.01,6041.73,0.5935,40.94,41.146,False,False
1892,2584,1717.05,1780.9,-3.50852,72.016906,0.4622,74.78,3505.99,0.4057,40.9931,41.1427,False,False
1893,1106,2128.22,561.4,15.797438,78.526058,0.46058,74.52,4621.16,0.4044,40.9849,41.134,False,False
1894,3318,630.5,2216.81,-10.409322,54.815656,0.39547,139.73,9747.99,0.6236,40.8451,41.1246,True,False
1895,993,713.88,520.7,16.441649,56.135716,0.41593,96.08,5657.44,0.5724,40.9162,41.1083,False,False
1896,3316,566.38,2221.8,-10.488381,53.800697,0.3997,108.48,9656.68,0.6096,40.8884,41.1054,False,False
1897,4288,592.91,2673.57,-17.640367,54.220662,0.46306,74.92,2173.9,0.4066,40.915,41.0648,False,False
1898,3130,2795.79,2097.96,-8.527816,89.09442,0.40473,128.28,3412.9,0.6253,40.7964,41.0529,True,False
1899,385,46.91,244.25,20.818103,45.576931,0.40903,106.92,4257.7,0.6048,40.8375,41.0513,False,False
1900,614,1798.64,329.72,19.465124,73.308498,0.40349,142.89,3360.78,0.6288,40.7651,41.0509,True,False
1901,219,80.33,145.66,22.37898,46.105966,0.4152,97.91,3946.71,0.5767,40.74,40.9358,False,False
1902,1263,599.7,655.55,14.306892,54.32818,0.40965,99.6,6476.59,0.5822,40.7365,40.9357,False,False
1903,3962,493.82,2538.53,-15.502482,52.651919,0.45886,74.24,3771.36,0.4034,40.7424,40.8908,False,False
1904,66,405.22,46.47,23.949209,51.24936,0.45973,74.38,2676.11,0.4059,40.7216,40.8703,False,False
1905,907,306.12,493.71,16.869043,49.680435,0.40304,103.33,7751.06,0.5946,40.6343,40.8409,False,False
1906,3305,2218.27,2188.78,-9.965605,79.95164,0.40724,108.57,2968.73,0.6083,40.6202,40.8374,False,False
1907,234,561.09,137.72,22.504681,53.716937,0.45339,73.36,5130.33,0.4128,40.6774,40.8242,False,False
1908,2402,1671.11,1610.78,-0.815375,71.289673,0.45763,74.04,3834.64,0.4025,40.6461,40.7942,False,False
1909,1643,12.42,883.71,10.694956,45.030904,0.40172,127.21,3044.49,0.6248,40.529,40.7834,True,False
1910,1546,298.18,828.14,11.574582,49.554833,0.394,138.38,7893.57,0.6218,40.4885,40.7653,True,False
1911,21,692.75,20.21,24.36489,55.801193,0.45837,74.16,1893.89,0.4086,40.5798,40.7281,False,False
1912,3158,1360.73,2123.65,-8.934569,66.37595,0.45536,73.68,4864.91,0.4011,40.5784,40.7258,False,False
1913,2066,1933.32,1205.76,5.596534,75.440634,0.41035,98.21,4936.32,0.5773,40.5167,40.7131,False,False
1914,2489,2613.21,1677.07,-1.864782,86.203992,0.40349,161.66,1157.28,0.6217,40.3777,40.701,True,True
1915,3643,1073.03,2384.75,-13.068025,61.821462,0.45606,73.79,4115.14,0.4016,40.5482,40.6958,False,False
1916,3205,531.43,2156.23,-9.450378,53.247383,0.39892,109.13,6135.02,0.6121,40.4626,40.6808,False,False
1917,1251,214.44,653.77,14.335083,48.229066,0.4044,101.2,6428.98,0.5883,40.462,40.6644,False,False
1918,3159,1394.07,2133.57,-9.09168,66.903766,0.45465,73.56,4698.75,0.4007,40.4994,40.6465,False,False
1919,109,46.84,72.18,23.542245,45.575865,0.41595,93.91,2691.27,0.5654,40.4428,40.6306,False,False
1920,889,2000.27,466.49,17.299968,76.50056,0.40469,103.5,4823.05,0.5936,40.3901,40.5971,False,False
1921,1370,4375.24,696.78,13.654181,114.098577,0.40318,159.8,677.23,0.6205,40.2773,40.5969,True,True
1922,2298,2186.75,1485.68,1.165068,79.452681,0.40407,107.71,3215.67,0.6061,40.3804,40.5958,False,False
1923,352,785.89,200.9,21.504496,57.275638,0.40701,100.28,4634.41,0.585,40.3799,40.5805,False,False
1924,1794,249.17,979.58,9.177241,48.778896,0.39456,145.52,5331.59,0.6236,40.2607,40.5517,True,True
1925,3642,1038.05,2387.25,-13.107635,61.267606,0.45404,73.46,4276.28,0.4003,40.3993,40.5462,False,False
1926,856,884.56,474.52,17.172705,58.837729,0.39389,139.75,5782.03,0.6229,40.2532,40.5327,True,False
1927,4206,786.09,2637.07,-17.06252,57.278796,0.45595,73.77,2716.68,0.402,40.3837,40.5313,False,False
1928,2604,2344.48,1781.01,-3.510207,81.94965,0.4041,105.36,3835.78,0.5985,40.3192,40.5299,False,False
1929,921,753.33,501.2,16.750368,56.760289,0.40917,94.85,5475.14,0.5685,40.3382,40.5279,False,False
1930,67,437.63,38.41,24.076855,51.762481,0.45543,73.69,2781.25,0.4032,40.3751,40.5225,False,False
1931,335,242.3,213.93,21.29816,48.670125,0.41124,83.74,6187.87,0.5558,40.3417,40.5092,False,False
1932,4408,1488.93,2690.7,-17.911598,68.405515,0.45679,73.91,1725.29,0.4035,40.3551,40.5029,False,False
1933,296,748.84,179.62,21.841244,56.689099,0.40484,100.71,4798.0,0.5877,40.2912,40.4926,False,False
1934,2831,2354.65,1940.88,-6.04107,82.110648,0.41319,91.71,4185.57,0.5585,40.2958,40.4792,False,False
1935,3617,105.25,2385.22,-13.075449,46.500563,0.3973,112.55,4217.24,0.6183,40.2305,40.4556,False,False
1936,2454,2620.56,1666.78,-1.701904,86.320386,0.4007,159.28,1157.28,0.6195,40.1369,40.4555,True,True
1937,3614,34.5,2402.17,-13.343783,45.380466,0.39709,126.64,3594.96,0.6211,40.1935,40.4468,True,False
1938,22,716.45,12.38,24.488912,56.176379,0.45544,73.69,1567.4,0.4068,40.2982,40.4456,False,False
1939,502,48.28,303.52,19.879916,45.59869,0.40817,96.95,4039.75,0.5763,40.2365,40.4304,False,False
1940,977,153.95,532.94,16.247849,47.271528,0.39399,121.28,5582.06,0.6201,40.1862,40.4288,True,False
1941,1375,181.02,729.05,13.143283,47.700094,0.39322,125.01,6178.96,0.6188,40.1773,40.4273,True,False
1942,3016,1224.85,2058.9,-7.909585,64.224835,0.45145,73.04,5017.05,0.3984,40.2652,40.4113,False,False
1943,1870,26.05,1048.98,8.078448,45.246733,0.39779,117.22,3177.98,0.6201,40.1759,40.4103,True,False
1944,1177,2346.02,594.73,15.269685,81.974023,0.40299,95.58,7970.37,0.5699,40.2118,40.403,False,False
1945,4432,2252.56,2692.4,-17.938408,80.49451,0.39927,111.38,2643.24,0.6176,40.1744,40.3972,False,False
1946,574,523.56,342.84,19.257461,53.122737,0.43639,70.61,6211.35,0.4502,40.255,40.3962,False,False
1947,3684,144.73,2415.97,-13.562207,47.125588,0.39492,116.37,5007.33,0.6188,40.1616,40.3944,True,False
1948,1701,240.38,910.16,10.276166,48.639738,0.39368,121.79,5551.64,0.6182,40.1254,40.369,True,False
1949,4021,3064.23,2555.95,-15.778281,93.344063,0.39608,159.47,3345.12,0.6183,40.0406,40.3595,True,True
1950,3309,2847.67,2174.7,-9.742775,89.915698,0.39563,139.61,3147.03,0.6227,40.065,40.3443,True,False
1951,4351,2645.99,2668.21,-17.555562,86.722831,0.39941,108.29,3277.51,0.6093,40.1111,40.3277,False,False
1952,2208,1971.66,1393.0,2.632315,76.047562,0.45158,73.06,3897.49,0.3985,40.146,40.2921,False,False
1953,449,244.42,273.66,20.352505,48.703648,0.40936,87.68,6641.34,0.547,40.1006,40.276,False,False
1954,459,553.13,277.76,20.287703,53.590948,0.40962,84.54,5892.99,0.551,40.1047,40.2738,False,False
1955,3745,3043.28,2436.13,-13.881452,93.012371,0.39631,158.32,2365.33,0.6177,39.9305,40.2472,True,True
1956,3879,3068.48,2481.88,-14.605682,93.411409,0.39624,156.3,2323.85,0.6184,39.9334,40.246,True,True
1957,4294,782.64,2671.36,-17.605398,57.224299,0.45332,73.35,2193.46,0.4001,40.0992,40.2459,False,False
1958,2082,1769.71,1236.24,5.114063,72.850593,0.45074,72.93,4067.91,0.398,40.0958,40.2417,False,False
1959,3685,177.49,2406.11,-13.406183,47.644061,0.39416,109.93,4640.06,0.6155,40.0047,40.2245,False,False
1960,3679,3018.9,2366.76,-12.783313,92.626464,0.39658,159.7,1610.9,0.6186,39.8773,40.1967,True,True
1961,4268,3098.49,2642.43,-17.147297,93.886343,0.39429,154.31,3292.66,0.6156,39.8567,40.1653,True,True
1962,2068,2771.09,1211.7,5.502461,88.703322,0.39538,156.82,2268.47,0.6171,39.8421,40.1557,True,True
1963,3251,2806.51,2154.45,-9.422206,89.264016,0.39335,157.68,3519.8,0.6165,39.8322,40.1476,True,True
1964,2858,1551.57,1968.77,-6.482727,69.397235,0.44937,72.71,4228.85,0.3972,40.0017,40.1471,False,False
1965,118,330.3,84.89,23.341067,50.06327,0.45007,72.82,3404.4,0.3987,39.983,40.1286,False,False
1966,4176,2606.49,2615.24,-16.716948,86.097579,0.41162,88.45,3517.47,0.549,39.9319,40.1088,False,False
1967,1418,2130.27,713.6,13.38791,78.558487,0.44754,72.41,5155.3,0.3959,39.9551,40.0999,False,False
1968,982,303.64,520.81,16.439905,49.641231,0.39846,94.59,7998.6,0.5695,39.8819,40.0711,False,False
1969,3154,1230.91,2132.49,-9.0745,64.320754,0.44698,72.32,4982.71,0.3952,39.8819,40.0265,False,False
1970,3710,1067.96,2423.72,-13.684923,61.741077,0.44777,72.45,4108.68,0.3964,39.8579,40.0028,False,False
1971,2741,2514.92,1870.41,-4.925577,84.648014,0.39567,108.59,2577.48,0.6106,39.7811,39.9983,False,False
1972,1309,2468.09,671.09,14.060852,83.906516,0.39018,128.68,4494.19,0.6174,39.7354,39.9928,True,False
1973,32,1043.22,11.04,24.510106,61.34955,0.45059,72.9,1387.1,0.4017,39.8353,39.9811,False,False
1974,629,141.02,366.38,18.884768,47.066749,0.40524,88.48,6222.76,0.5497,39.8039,39.9808,False,False
1975,2013,2769.67,1123.2,6.90353,88.680878,0.39307,155.45,2213.46,0.6151,39.6335,39.9444,True,True
1976,1236,2156.95,621.14,14.851593,78.980878,0.44458,71.93,4914.45,0.3992,39.7735,39.9174,False,False
1977,3122,2540.55,2092.43,-8.440364,85.053718,0.40901,89.56,2828.64,0.5523,39.7224,39.9015,False,False
1978,1065,781.39,562.18,15.785077,57.204448,0.40939,72.42,6017.75,0.5309,39.7396,39.8845,False,False
1979,176,461.85,111.92,22.913027,52.14585,0.44414,71.86,4378.47,0.4025,39.739,39.8827,False,False
1980,3441,718.47,2297.06,-11.679847,56.208347,0.40232,88.92,6909.54,0.5508,39.6952,39.873,False,False
1981,1649,211.93,872.46,10.873033,48.189331,0.38703,115.8,5947.27,0.614,39.6178,39.8494,True,False
1982,852,755.86,461.88,17.372864,56.800357,0.39776,96.56,5273.37,0.575,39.6083,39.8014,False,False
1983,2527,2603.75,1712.1,-2.419347,86.054215,0.39126,149.79,1289.74,0.6208,39.4966,39.7961,True,True
1984,4407,1462.18,2690.26,-17.904576,67.981979,0.44798,72.48,1826.57,0.3979,39.6319,39.7769,False,False
1985,651,889.13,355.8,19.052216,58.910142,0.38606,115.09,5658.64,0.6133,39.5014,39.7316,True,False
1986,2149,1712.4,1319.47,3.796324,71.943336,0.44431,71.89,4373.93,0.3934,39.5863,39.7301,False,False
1987,173,372.63,115.42,22.857598,50.733448,0.44335,71.73,4384.76,0.396,39.565,39.7085,False,False
1988,1592,15.74,851.86,11.199143,45.083453,0.38889,152.88,3139.67,0.6124,39.3922,39.698,True,True
1989,2862,1672.12,1969.74,-6.498077,71.305641,0.44452,71.92,3798.3,0.3943,39.55,39.6938,False,False
1990,237,648.9,145.31,22.384451,55.106954,0.39783,94.61,5327.24,0.5685,39.5042,39.6934,False,False
1991,3252,2830.67,2156.09,-9.448118,89.646601,0.3879,134.62,3133.71,0.6174,39.4108,39.68,True,False
1992,1042,2311.4,535.2,16.212162,81.42604,0.38311,121.46,7114.04,0.6115,39.4279,39.6708,True,False
1993,1118,76.41,574.18,15.59504,46.043935,0.38544,139.56,4394.69,0.6176,39.3855,39.6646,True,False
1994,1314,163.15,679.26,13.931582,47.417134,0.38423,132.02,5593.31,0.6146,39.3847,39.6488,True,False
1995,3166,1613.34,2129.23,-9.022986,70.37512,0.44517,72.03,2833.75,0.3949,39.4939,39.638,False,False
1996,625,18.47,365.91,18.892158,45.12663,0.40272,91.86,3189.29,0.56,39.4522,39.636,False,False
1997,4255,2442.01,2640.7,-17.119933,83.493768,0.42464,68.7,4690.27,0.4647,39.4898,39.6272,False,False
1998,3836,876.84,2477.96,-14.543663,58.71546,0.44442,71.9,3092.49,0.3939,39.4521,39.5959,False,False
1999,3121,2516.32,2088.24,-8.373949,84.670135,0.40687,86.72,2832.58,0.5439,39.4182,39.5916,False,False
2000,1795,275.58,989.98,9.01255,49.197018,0.38319,137.63,5223.19,0.616,39.2927,39.5679,True,False
2001,3631,681.34,2386.43,-13.094612,55.620554,0.40269,79.42,5798.54,0.5399,39.3933,39.5522,False,False
2002,3843,1110.07,2478.92,-14.558884,62.407853,0.44364,71.78,3139.05,0.3942,39.407,39.5505,False,False
2003,70,525.61,45.67,23.961925,53.155149,0.44399,71.84,2581.28,0.3964,39.4067,39.5504,False,False
2004,1987,61.58,1148.02,6.51053,45.809171,0.38668,118.07,3597.67,0.6129,39.2968,39.5329,True,False
2005,1064,753.8,562.4,15.781575,56.767756,0.40079,86.46,5975.8,0.5441,39.3535,39.5264,False,False
2006,1187,232.2,623.6,14.812631,48.510175,0.39419,92.03,7103.22,0.5624,39.341,39.5251,False,False
2007,4450,3100.93,2694.71,-17.974974,93.925088,0.38782,153.65,2266.45,0.6125,39.215,39.5223,True,True
2008,1252,240.42,657.34,14.278614,48.640436,0.39493,92.22,6431.07,0.5618,39.3035,39.4879,False,False
2009,3747,51.82,2444.19,-14.008963,45.654593,0.38724,105.08,4602.43,0.6022,39.262,39.4721,False,False
2010,1911,14.68,1072.61,7.70442,45.066685,0.38911,105.76,3021.82,0.6049,39.2593,39.4708,False,False
2011,765,142.42,427.33,17.919835,47.088952,0.4002,83.52,5687.19,0.5455,39.3036,39.4707,False,False
2012,3047,2225.81,2069.5,-8.077289,80.07111,0.39719,95.57,3486.19,0.5704,39.2751,39.4662,False,False
2013,124,524.25,76.22,23.478261,53.13363,0.44146,71.43,3553.9,0.3946,39.3054,39.4483,False,False
2014,3903,854.37,2514.31,-15.119089,58.359815,0.44222,71.55,3122.45,0.3926,39.2739,39.417,False,False
2015,2742,2542.25,1882.73,-5.120553,85.080653,0.3865,122.08,2488.15,0.614,39.1726,39.4167,True,False
2016,4406,1427.65,2689.87,-17.89837,67.43534,0.44322,71.71,1916.19,0.3951,39.2492,39.3926,False,False
2017,2046,61.16,1188.92,5.863041,45.802489,0.38361,135.29,3513.04,0.616,39.1213,39.3919,True,False
2018,1804,1528.04,973.57,9.272297,69.024683,0.43884,71.0,4545.68,0.3942,39.2272,39.3692,False,False
2019,918,658.99,492.0,16.89608,55.266819,0.3997,87.11,4892.58,0.5462,39.1859,39.3601,False,False
2020,1787,13.24,970.61,9.319173,45.043961,0.39133,100.02,3392.43,0.5861,39.1257,39.3257,False,False
2021,998,877.35,530.9,16.280228,58.723528,0.39771,87.24,5651.71,0.5467,39.1406,39.3151,False,False
2022,3697,658.47,2417.01,-13.578819,55.258494,0.39758,89.14,4798.14,0.5517,39.1204,39.2986,False,False
2023,1087,1520.56,560.47,15.812106,68.906292,0.44165,71.46,2240.8,0.3935,39.1458,39.2887,False,False
2024,1540,114.78,816.2,11.763697,46.65142,0.38042,130.47,4946.39,0.6127,39.0009,39.2619,True,False
2025,294,682.79,168.53,22.016898,55.643516,0.3968,87.7,5327.39,0.549,39.078,39.2534,False,False
2026,4124,775.05,2609.71,-16.629389,57.104094,0.44,71.19,3141.87,0.3914,39.0946,39.237,False,False
2027,3620,208.07,2383.48,-13.047965,48.128227,0.38275,107.01,3790.82,0.6094,38.9736,39.1876,False,False
2028,1595,109.11,853.21,11.177744,46.561594,0.38015,121.79,4915.68,0.6107,38.9411,39.1847,True,False
2029,2763,1621.38,1907.93,-5.519552,70.50231,0.43764,70.81,4423.39,0.3895,39.0406,39.1822,False,False
2030,848,616.12,461.71,17.375532,54.588072,0.38935,93.94,6069.02,0.568,38.9719,39.1598,False,False
2031,1417,2088.73,715.47,13.358279,77.900997,0.43788,70.85,3753.67,0.3897,38.9828,39.1245,False,False
2032,766,171.3,434.67,17.803593,47.546112,0.39776,73.4,6140.79,0.5331,38.9563,39.1031,False,False
2033,4411,1582.19,2689.6,-17.89416,69.881923,0.44043,71.26,1608.97,0.3919,38.9542,39.0967,False,False
2034,13,426.96,10.59,24.517303,51.593543,0.43929,71.08,2100.52,0.3925,38.9416,39.0838,False,False
2035,329,44.32,206.24,21.419851,45.53599,0.3934,91.28,3836.89,0.5601,38.8581,39.0407,False,False
2036,1827,2713.08,980.9,9.156315,87.784989,0.38247,147.73,1915.89,0.6091,38.7262,39.0216,True,True
2037,1321,405.1,686.91,13.810404,51.247413,0.39102,86.32,7762.89,0.5431,38.8432,39.0158,False,False
2038,69,490.79,41.9,24.021612,52.603942,0.43727,70.75,2598.41,0.3914,38.8353,38.9768,False,False
2039,2784,2326.26,1905.56,-5.482061,81.661276,0.39021,93.57,4363.83,0.5656,38.7887,38.9758,False,False
2040,178,528.4,109.12,22.95734,53.199321,0.43433,70.27,4675.5,0.3891,38.8264,38.9669,False,False
2041,2917,1768.52,1996.57,-6.922818,72.831662,0.43643,70.61,3368.51,0.3888,38.8179,38.9591,False,False
2042,1854,1813.77,1006.12,8.75706,73.548012,0.4349,70.36,4530.88,0.3873,38.8171,38.9578,False,False
2043,2453,2248.71,1651.04,-1.452715,80.433543,0.38576,99.98,3307.14,0.586,38.7112,38.9111,False,False
2044,4156,1814.99,2613.21,-16.684704,73.567394,0.43634,70.6,2619.68,0.3909,38.7604,38.9016,False,False
2045,684,1933.33,385.61,18.580316,75.440852,0.37689,144.48,5145.79,0.6039,38.6113,38.9003,True,True
2046,1879,298.98,1038.63,8.242279,49.567504,0.38276,101.81,3999.16,0.592,38.6858,38.8894,False,False
2047,3143,530.7,2125.08,-8.95727,53.235742,0.3831,99.53,4624.44,0.5852,38.6607,38.8598,False,False
2048,2695,2510.55,1835.29,-4.369496,84.578698,0.37889,131.52,2637.22,0.6109,38.5862,38.8492,True,False
2049,1920,291.33,1064.1,7.839103,49.446359,0.37793,121.66,3610.6,0.6092,38.6018,38.8452,True,False
2050,4445,2701.07,2688.04,-17.869355,87.594881,0.37772,112.52,3890.91,0.6077,38.5931,38.8181,True,False
2051,4048,840.77,2577.03,-16.112074,58.144467,0.43438,70.28,3490.16,0.3873,38.6568,38.7974,False,False
2052,3317,597.09,2220.79,-10.47238,54.286877,0.37672,96.7,9066.56,0.5768,38.5728,38.7662,False,False
2053,4287,567.21,2670.33,-17.588997,53.813785,0.43553,70.47,2368.61,0.3882,38.6246,38.7655,False,False
2054,1644,41.79,888.11,10.625221,45.495933,0.37634,128.93,3533.76,0.6106,38.5029,38.7607,True,False
2055,3712,1138.34,2410.97,-13.483195,62.855396,0.43349,70.14,3652.44,0.3874,38.6143,38.7545,False,False
2056,721,1009.49,395.96,18.41648,60.815457,0.39039,89.07,3954.57,0.5525,38.5186,38.6967,False,False
2057,893,2121.19,470.4,17.237956,78.414755,0.37235,109.86,6679.34,0.6031,38.4508,38.6705,True,False
2058,4204,718.05,2632.92,-16.996794,56.201722,0.43384,70.19,2729.47,0.3873,38.5291,38.6695,False,False
2059,924,842.55,494.05,16.863549,58.172663,0.38621,90.31,5611.48,0.5568,38.4889,38.6695,False,False
2060,3706,940.81,2418.03,-13.594923,59.728313,0.43252,69.98,3672.4,0.3858,38.5172,38.6572,False,False
2061,3261,608.96,2196.88,-10.093793,54.474663,0.36905,114.52,8436.05,0.603,38.4179,38.647,True,False
2062,3810,3051.18,2451.27,-14.121077,93.13745,0.37748,145.75,2325.53,0.6048,38.3395,38.631,True,True
2063,3618,137.99,2393.29,-13.203167,47.018776,0.37473,105.36,4307.93,0.6049,38.3753,38.586,False,False
2064,755,2093.81,392.28,18.474634,77.981347,0.37175,105.47,6571.11,0.6017,38.3691,38.5801,False,False
2065,2358,2251.11,1556.86,0.038311,80.471607,0.37742,108.16,2214.53,0.6057,38.3371,38.5534,False,False
2066,1119,181.62,605.53,15.098736,47.70953,0.37124,140.52,5933.51,0.602,38.2626,38.5436,True,True
2067,3946,3068.1,2520.86,-15.222747,93.405241,0.37636,144.28,2337.87,0.6036,38.238,38.5265,True,True
2068,963,2159.66,495.23,16.844966,79.023821,0.38457,88.02,6695.91,0.5483,38.3461,38.5222,False,False
2069,4173,2511.04,2607.02,-16.586757,84.58658,0.42072,68.07,4690.5,0.417,38.35,38.4861,False,False
2070,4237,1771.47,2633.85,-17.011487,72.878393,0.43179,69.86,2394.08,0.3874,38.3429,38.4826,False,False
2071,596,1232.42,335.23,19.377879,64.344654,0.4317,69.85,2283.81,0.3868,38.3125,38.4522,False,False
2072,2793,2603.18,1900.46,-5.401311,86.0452,0.37615,108.59,2213.7,0.6049,38.2315,38.4487,False,False
2073,1205,839.87,616.19,14.929977,58.130271,0.39328,72.91,4467.97,0.5254,38.2984,38.4442,False,False
2074,2734,2287.51,1866.27,-4.860004,81.04782,0.37616,99.69,4947.22,0.5868,38.2284,38.4278,False,False
2075,4359,3105.23,2658.68,-17.404641,93.993115,0.37426,141.36,3116.81,0.6012,38.1345,38.4173,True,True
2076,1850,1684.87,1007.03,8.742621,71.507447,0.42922,69.45,3990.31,0.3833,38.2729,38.4118,False,False
2077,463,686.08,272.67,20.368211,55.695627,0.39679,64.2,6050.99,0.5,38.281,38.4094,False,False
2078,3552,187.1,2372.77,-12.878385,47.796327,0.37248,120.34,3496.97,0.6064,38.1452,38.3859,True,False
2079,1186,207.41,630.95,14.696398,48.117823,0.3808,89.43,6643.0,0.5556,38.2002,38.379,False,False
2080,15,497.86,18.36,24.39418,52.715848,0.43067,69.68,2187.47,0.3871,38.2345,38.3739,False,False
2081,714,716.88,399.7,18.357166,56.183235,0.38373,89.3,5031.46,0.5542,38.1951,38.3737,False,False
2082,1830,94.87,1005.63,8.764743,46.336147,0.37169,117.56,3883.34,0.6052,38.1117,38.3468,True,False
2083,2044,16.7,1202.62,5.64616,45.098646,0.37307,120.89,2662.59,0.6064,38.0893,38.3311,True,False
2084,1836,266.23,1015.71,8.605229,49.048931,0.37059,114.19,4579.78,0.6034,38.082,38.3104,True,False
2085,715,750.36,400.14,18.350264,56.713192,0.38094,91.52,4943.55,0.561,38.1077,38.2908,False,False
2086,2144,1547.27,1327.33,3.672023,69.329097,0.4063,65.74,8884.77,0.4367,38.1585,38.29,False,False
2087,3711,1102.41,2415.83,-13.56009,62.286582,0.42812,69.27,3581.94,0.3834,38.147,38.2855,False,False
2088,3878,3060.35,2470.72,-14.429054,93.282686,0.37324,143.9,2324.34,0.6025,37.9913,38.2791,True,True
2089,834,169.39,468.01,17.275844,47.515934,0.38837,77.26,5608.41,0.5247,38.0679,38.2224,False,False
2090,4385,747.92,2693.45,-17.955082,56.674653,0.42911,69.43,2244.57,0.384,38.0718,38.2107,False,False
2091,1645,93.79,876.93,10.802181,46.31903,0.36957,140.81,4382.91,0.5995,37.9162,38.1978,True,True
2092,2070,33.05,1239.44,5.063353,45.357588,0.37101,143.42,2738.94,0.6016,37.8634,38.1502,True,True
