cell_id,seed_x,seed_y,centroid_x,centroid_y,centroid_lat,centroid_lon,area_px,mean_elevation_m,min_elevation_m,max_elevation_m,mean_slope_deg,ruggedness_m,coast_distance_px,coast_distance_km,traversal_score,traversal_profile
8419,2531,991,2531.79,992.34,-9.234043,73.178723,94,733.51,102.44,1280.06,83.93,1047.28,64.75,720.03,29.56,severe
8420,2542,992,2542.35,992.84,-9.283916,74.234965,143,862.01,334.6,1295.43,80.75,849.06,55.44,616.47,31.04,severe
8421,2556,991,2554.67,993.4,-9.34,75.466667,105,864.46,496.91,1340.08,80.41,695.84,44.92,499.52,36.49,severe
8422,2565,994,2565.22,995.3,-9.530172,76.522414,116,799.27,423.31,1254.74,77.25,580.44,35.54,395.18,41.08,severe
8423,2577,995,2576.13,994.68,-9.468421,77.613158,76,835.3,527.06,1050.36,78.75,490.52,25.35,281.9,44.35,rough
8424,2583,992,2583.92,992.51,-9.250649,78.392208,77,911.47,748.29,1154.81,72.62,354.08,18.99,211.15,48.59,rough
8425,2594,993,2593.89,994.18,-9.418018,79.389189,111,677.26,119.13,1113.42,79.76,781.36,10.14,112.81,37.21,severe
8426,2606,994,2604.28,993.87,-9.386765,80.427941,68,210.31,-3.51,439.42,78.74,533.19,3.83,42.62,47.97,rough
8427,2672,990,2671.52,988.87,-8.886957,87.152174,23,-40.75,-60.49,-0.39,59.53,271.73,1.76,19.57,57.43,rough
8428,2680,990,2678.74,988.35,-8.834783,87.873913,23,-37.89,-91.45,21.68,63.23,594.37,1.89,21.0,47.38,rough
8429,2696,995,2696.0,993.68,-9.367742,89.6,31,24.34,-497.91,180.18,82.42,1204.88,1.5,16.7,37.76,severe
8430,2700,995,2699.4,995.9,-9.59,89.94,10,2.46,-54.9,115.48,82.79,1317.46,1.24,13.8,37.9,severe
8431,3111,996,3111.0,996.0,-9.6,131.1,1,-1698.24,-1698.24,-1698.24,84.98,3160.72,1.0,11.12,37.93,severe
8432,3299,997,3298.88,997.21,-9.720833,149.8875,24,-113.47,-582.52,281.43,87.15,3767.7,1.21,13.47,37.92,severe
8433,3305,994,3305.29,994.04,-9.404167,150.529167,24,-224.03,-691.71,240.22,87.52,2867.6,1.16,12.92,37.92,severe
8434,3314,992,3315.62,990.08,-9.007692,151.561538,13,-330.14,-885.69,66.03,87.87,4900.75,1.11,12.33,37.93,severe
8435,3330,999,3329.33,1000.67,-10.066667,152.933333,3,-937.96,-1085.31,-784.7,88.21,3266.17,1.0,11.12,37.93,severe
8436,3342,998,3342.0,998.0,-9.8,154.2,1,-1357.75,-1357.75,-1357.75,88.53,3052.21,1.0,11.12,37.93,severe
8437,3414,995,3414.5,994.25,-9.425,161.45,4,-753.45,-997.5,-531.75,88.03,2641.17,1.0,11.12,37.93,severe
8438,3420,991,3420.0,991.0,-9.1,162.0,1,-299.35,-299.35,-299.35,86.6,1216.29,1.0,11.12,37.93,severe
8439,3465,999,3466.67,999.83,-9.983333,166.666667,6,-300.33,-492.76,-225.78,86.91,2246.63,1.0,11.12,37.93,severe
8440,3534,997,3531.83,998.17,-9.816667,173.183333,6,-1153.8,-1643.62,-909.09,88.38,3048.05,1.0,11.12,37.93,severe
8441,304,1004,306.27,1002.78,-10.277551,-149.373469,49,-42.84,-298.4,84.67,75.68,741.9,1.32,14.68,42.83,rough
8442,316,1006,315.83,1008.33,-10.833333,-148.416667,6,-128.68,-236.66,-38.37,81.14,531.97,1.0,11.12,49.38,rough
8443,323,1004,324.67,1004.58,-10.457895,-147.533333,57,142.84,-123.2,613.86,78.62,736.01,1.93,21.48,42.17,rough
8444,334,1004,333.39,1002.83,-10.282927,-146.660976,41,211.73,-50.9,620.63,84.23,935.23,1.6,17.83,36.7,severe
8445,344,1004,341.92,1002.88,-10.288462,-145.807692,26,125.37,-104.58,342.67,84.54,1010.56,1.42,15.78,37.2,severe
8446,355,1001,356.88,1003.08,-10.308333,-144.3125,48,246.38,-227.77,572.58,84.56,928.81,2.32,25.8,36.46,severe
8447,365,1005,363.67,1004.71,-10.471233,-143.632877,73,354.56,141.42,787.66,75.2,713.73,4.94,54.98,41.47,severe
8448,370,1004,370.66,1004.0,-10.4,-142.934,50,223.51,-51.13,639.05,81.96,892.78,2.4,26.66,36.81,severe
8449,385,1006,383.39,1007.66,-10.765854,-141.660976,41,201.38,-111.94,534.46,85.8,1218.38,1.76,19.6,36.75,severe
8450,394,1003,395.83,1000.83,-10.082759,-140.417241,29,221.29,-116.39,543.9,85.54,1214.88,1.93,21.43,36.63,severe
8451,402,1006,403.27,1004.51,-10.451351,-139.672973,37,-1.33,-286.68,366.62,80.08,787.32,1.07,11.92,41.43,severe
8452,412,1007,411.8,1006.26,-10.625714,-138.82,35,64.98,-157.57,252.18,82.88,689.76,1.53,17.01,44.07,rough
8453,436,1008,437.62,1008.69,-10.86875,-136.2375,16,-17.04,-88.44,24.25,62.09,422.73,1.45,16.07,52.75,rough
8454,442,1004,443.24,1003.96,-10.395652,-135.676087,46,100.01,-76.15,312.5,76.78,442.37,2.53,28.08,51.51,rough
8455,451,1004,451.8,1003.58,-10.358095,-134.82,105,226.76,-90.21,524.87,73.78,794.17,3.22,35.78,39.8,severe
8456,467,1003,466.43,1003.6,-10.359813,-133.357009,107,617.87,-208.54,1127.78,82.35,1061.1,5.3,58.91,34.17,severe
8457,477,1003,476.49,1002.69,-10.268687,-132.350505,99,1095.62,721.88,1415.65,79.95,740.48,11.18,124.31,36.05,severe
8458,485,1004,484.91,1004.49,-10.449333,-131.509333,75,916.19,485.1,1217.67,83.55,815.91,11.8,131.19,34.68,severe
8459,494,1005,495.14,1004.37,-10.437273,-130.486364,110,443.27,124.15,1020.6,81.58,958.51,8.48,94.31,34.94,severe
8460,507,1001,506.11,1001.76,-10.175862,-129.388793,116,1422.53,762.61,1792.5,83.13,990.55,14.02,155.85,29.06,severe
8461,515,1004,514.74,1005.19,-10.519048,-128.525714,105,1765.25,1238.44,2179.2,83.7,881.37,15.32,170.31,27.63,severe
8462,525,1004,525.22,1003.79,-10.379268,-127.478049,82,1302.83,906.27,1815.17,80.64,778.53,12.96,144.16,33.59,severe
8463,536,1003,535.97,1004.08,-10.408036,-126.402679,112,1035.71,518.72,1691.71,82.89,855.62,10.81,120.19,32.83,severe
8464,545,1002,544.87,1002.64,-10.264078,-125.512621,103,667.53,213.12,1171.86,80.85,752.87,5.19,57.75,38.48,severe
8465,554,1005,553.95,1004.17,-10.417073,-124.604878,82,194.57,-11.84,948.96,77.08,652.81,2.0,22.23,44.46,rough
8466,562,1003,560.0,1003.74,-10.37381,-124.0,42,65.3,-72.78,295.85,74.77,489.49,1.55,17.25,50.3,rough
8467,576,1000,576.75,1001.65,-10.165,-122.325,40,157.83,-70.08,493.68,82.7,825.01,2.23,24.83,39.3,severe
8468,584,1005,583.96,1005.57,-10.556731,-121.603846,104,529.74,56.09,963.95,80.02,635.41,7.84,87.16,42.73,rough
8469,593,1006,593.75,1005.42,-10.542241,-120.625,116,686.8,291.16,1004.88,80.4,604.23,17.33,192.67,42.18,rough
8470,604,1003,604.83,1004.4,-10.44,-119.516667,120,754.27,568.82,1034.22,70.97,433.95,28.01,311.45,46.39,rough
8471,616,1002,614.76,1003.21,-10.321277,-118.524468,94,884.21,666.0,1161.7,72.16,430.18,28.43,316.16,45.75,rough
8472,623,1006,622.36,1005.56,-10.556,-117.764,75,814.94,642.53,1030.39,73.16,393.68,20.88,232.14,47.78,rough
8473,631,1006,631.84,1005.95,-10.595,-116.816,100,636.78,309.63,916.78,78.55,689.0,11.49,127.75,40.22,severe
8474,642,1002,641.26,1003.62,-10.362037,-115.874074,108,757.2,99.28,1526.53,84.55,1286.27,4.96,55.12,33.41,severe
8475,652,1003,652.44,1002.93,-10.292661,-114.755963,109,1312.51,37.0,2344.91,85.7,1812.11,4.09,45.52,30.34,severe
8476,664,1004,661.63,1002.26,-10.226087,-113.836957,46,585.47,-82.24,1996.77,86.99,2216.17,1.82,20.23,34.59,severe
8477,1468,1002,1468.71,1000.57,-10.057143,-33.128571,14,-177.94,-497.83,-18.53,85.79,2553.5,1.36,15.14,37.91,severe
8478,1472,1001,1473.74,1001.78,-10.177778,-32.625926,81,31.37,-226.54,105.6,61.09,1099.61,4.73,52.6,37.51,severe
8479,1486,1006,1484.96,1006.88,-10.688462,-31.503846,104,164.62,69.11,390.79,55.23,259.57,13.38,148.81,56.11,rough
8480,1491,1001,1491.36,1001.61,-10.161364,-30.863636,88,355.88,163.65,573.53,70.39,366.82,20.93,232.77,51.19,rough
8481,1502,1006,1502.13,1005.55,-10.55493,-29.78662,142,356.13,216.02,469.53,60.72,218.84,30.37,337.74,55.16,rough
8482,1516,1005,1514.88,1003.38,-10.338393,-28.5125,112,320.42,158.37,500.12,69.19,296.55,43.26,481.06,52.09,rough
8483,1524,1006,1524.61,1005.54,-10.554386,-27.538596,114,237.81,162.27,409.56,52.95,195.85,52.41,582.78,55.08,rough
8484,1536,1003,1535.88,1002.34,-10.234234,-26.411712,111,263.89,213.08,289.8,31.46,61.28,64.02,711.89,58.34,moderate
8485,1546,1005,1546.2,1003.56,-10.35625,-25.380357,112,251.69,223.15,278.52,27.69,44.14,74.0,822.9,58.28,moderate
8486,1557,1004,1555.78,1003.24,-10.324096,-24.421687,83,251.35,225.67,287.44,35.05,57.66,83.53,928.82,57.22,rough
8487,1561,1006,1563.04,1006.43,-10.643,-23.696,100,283.5,254.8,319.07,30.8,57.72,90.39,1005.19,56.58,rough
8488,1576,1003,1574.89,1003.14,-10.313953,-22.510853,129,329.04,297.9,378.66,32.26,68.69,102.52,1139.99,55.18,rough
8489,1585,1001,1584.45,1001.45,-10.144776,-21.555224,67,365.13,317.67,405.35,41.0,91.59,112.18,1247.43,53.62,rough
8490,1592,1003,1593.63,1004.83,-10.483495,-20.636893,103,447.25,383.2,537.89,49.21,141.54,120.98,1345.31,51.08,rough
8491,1607,1004,1605.5,1003.88,-10.387719,-19.45,114,586.95,481.93,682.67,55.05,176.91,132.88,1477.62,49.19,rough
8492,1613,1007,1614.37,1004.78,-10.477778,-18.562963,81,635.83,537.53,730.96,60.03,202.33,140.62,1563.72,48.13,rough
8493,1627,1001,1625.41,1002.02,-10.20202,-17.458586,99,463.87,400.25,570.33,51.34,169.38,136.01,1512.45,50.12,rough
8494,1635,1007,1635.94,1006.21,-10.620732,-16.406098,82,447.76,407.99,499.07,31.16,84.83,133.2,1481.16,52.84,rough
8495,1644,1005,1643.59,1004.14,-10.414286,-15.640816,98,430.53,376.7,492.77,41.14,108.25,126.84,1410.49,52.21,rough
8496,1652,1001,1653.52,1000.87,-10.0872,-14.648,125,405.44,359.79,467.03,39.23,97.04,117.25,1303.87,52.88,rough
8497,1667,1002,1665.45,1002.8,-10.279787,-13.455319,94,327.84,232.02,444.11,57.69,209.03,107.09,1190.81,50.51,rough
8498,1674,1001,1674.11,1001.31,-10.130769,-12.589231,65,234.84,144.77,314.18,55.5,157.01,98.55,1095.85,53.22,rough
8499,1681,1003,1681.44,1004.24,-10.423656,-11.855914,93,245.14,166.16,305.45,47.73,154.01,93.24,1036.84,53.61,rough
8500,1691,1007,1691.26,1006.65,-10.664957,-10.873504,117,419.21,292.58,663.42,63.41,255.55,85.91,955.34,49.96,rough
8501,1706,1006,1705.07,1004.56,-10.45618,-9.493258,89,538.12,415.29,643.33,58.79,185.51,73.16,813.57,52.32,rough
8502,1712,1006,1713.56,1004.89,-10.488608,-8.644304,79,434.67,365.57,497.72,53.49,152.16,66.09,734.97,54.41,rough
8503,1725,1007,1724.22,1005.08,-10.507921,-7.578218,101,442.24,357.13,520.99,53.67,168.59,57.07,634.65,54.46,rough
8504,1735,1003,1734.66,1003.26,-10.32625,-6.53375,80,556.99,490.02,624.74,48.78,171.48,47.41,527.24,54.37,rough
8505,1742,1003,1742.55,1003.3,-10.330275,-5.744954,109,666.97,486.69,795.45,65.71,271.96,40.64,451.93,51.08,rough
8506,1754,1003,1752.91,1003.38,-10.337607,-4.708547,117,808.26,663.33,1104.66,69.0,408.89,31.19,346.85,46.65,rough
8507,1762,1005,1763.51,1004.79,-10.479381,-3.649485,97,1019.58,649.99,1243.76,78.09,588.67,21.54,239.49,40.51,severe
8508,1777,1002,1775.36,1002.51,-10.250562,-2.464045,89,785.72,557.86,988.65,77.26,620.99,9.68,107.6,41.62,severe
8509,1784,1004,1783.25,1005.04,-10.504167,-1.675,48,345.85,-444.18,721.33,83.9,2638.69,3.07,34.16,35.85,severe
8510,1816,1004,1817.27,1001.73,-10.172727,1.727273,11,-176.51,-377.06,-87.5,84.47,2506.0,1.0,11.12,37.93,severe
8511,1854,1002,1855.28,1002.01,-10.201333,5.528,75,109.47,-58.32,480.89,73.6,979.95,3.91,43.5,37.12,severe
8512,1864,1006,1864.22,1005.35,-10.535345,6.421552,116,833.79,172.6,2040.53,83.63,1375.1,11.92,132.6,32.51,severe
8513,1877,1003,1875.9,1002.05,-10.205435,7.590217,92,521.16,246.23,1121.51,79.35,1037.73,23.28,258.88,33.52,severe
8514,1883,1005,1884.21,1004.89,-10.48866,8.420619,97,740.11,209.03,1712.23,81.85,1113.39,27.93,310.59,31.97,severe
8515,1894,1001,1894.32,1001.66,-10.1656,9.432,125,355.88,196.95,903.32,71.75,500.12,37.33,415.08,45.95,rough
8516,1907,1005,1906.24,1005.3,-10.529907,10.624299,107,351.36,160.66,701.94,68.17,387.51,44.38,493.48,49.01,rough
8517,1912,1002,1913.55,1003.41,-10.341026,11.355128,78,288.42,232.01,430.24,52.37,203.43,46.64,518.68,54.94,rough
8518,1924,1007,1922.7,1006.05,-10.604717,12.269811,106,338.44,162.7,512.8,70.46,295.31,48.56,539.94,51.67,rough
8519,1931,1001,1931.77,1002.11,-10.211207,13.176724,116,225.84,50.66,526.56,75.31,403.62,41.2,458.1,49.43,rough
8520,1945,1004,1943.42,1004.19,-10.418699,14.342276,123,80.4,23.35,344.94,48.0,209.74,37.5,416.95,56.52,rough
8521,1953,1002,1954.19,1002.13,-10.212931,15.418966,116,12.69,-6.25,39.36,19.84,51.55,33.31,370.46,69.38,moderate
8522,1967,1006,1965.24,1005.17,-10.517347,16.52449,98,1.06,-25.3,19.44,19.9,42.25,31.48,350.04,69.76,moderate
8523,1973,1004,1973.05,1003.25,-10.325,17.305263,76,7.94,-14.03,37.93,28.68,55.24,24.43,271.61,62.61,moderate
8524,1981,1003,1981.77,1003.34,-10.334021,18.17732,97,40.76,0.07,80.59,45.02,85.41,17.03,189.37,61.98,moderate
8525,1996,1001,1994.89,1000.98,-10.098113,19.488679,106,4.57,-80.6,39.95,38.4,183.08,5.98,66.47,59.88,moderate
8526,2003,1004,2002.05,1004.5,-10.45,20.205,40,-26.09,-91.73,28.56,59.0,312.82,2.08,23.17,56.13,rough
8527,2015,1002,2015.95,1004.25,-10.425316,21.594937,79,66.33,-65.08,172.84,69.96,387.7,2.98,33.18,53.37,rough
8528,2026,1007,2024.9,1005.81,-10.581481,22.490123,81,197.19,109.29,267.19,59.75,248.49,8.69,96.6,56.58,rough
8529,2032,1006,2033.7,1004.57,-10.456863,23.369608,102,354.24,219.4,529.03,67.9,302.05,15.0,166.82,53.61,rough
8530,2045,1005,2043.21,1004.21,-10.420721,24.320721,111,604.14,388.45,819.53,74.05,364.31,19.2,213.54,49.99,rough
8531,2051,1003,2051.81,1002.26,-10.225806,25.180645,93,689.57,447.25,857.46,73.44,409.99,16.1,179.08,48.29,rough
8532,2062,1007,2062.75,1004.82,-10.482,26.275,100,422.94,331.56,784.81,60.23,385.89,14.57,161.99,50.64,rough
8533,2077,1007,2076.33,1006.36,-10.635772,27.633333,123,436.27,294.9,774.06,66.12,313.69,15.84,176.12,52.73,rough
8534,2086,1001,2085.55,1000.7,-10.070297,28.555446,101,686.42,447.87,928.7,71.71,407.59,12.94,143.85,48.6,rough
8535,2092,1005,2092.8,1004.01,-10.401235,29.280247,81,598.83,393.45,952.3,73.16,429.05,13.85,153.98,48.36,rough
8536,2101,1006,2101.9,1004.8,-10.48,30.19,120,640.02,357.53,1047.17,77.19,514.93,11.9,132.32,45.59,rough
8537,2117,1002,2114.91,1002.03,-10.203361,31.490756,119,765.66,438.78,1177.57,80.06,735.06,8.37,93.11,38.27,severe
8538,2121,1006,2121.9,1006.17,-10.616667,32.189744,78,596.91,392.08,830.06,75.43,434.49,11.25,125.04,48.38,rough
8539,2132,1002,2131.62,1002.57,-10.256731,33.161538,104,564.53,28.82,854.5,80.69,724.39,3.66,40.75,40.04,severe
8540,2144,1004,2142.37,1004.87,-10.486842,34.236842,76,235.57,-115.79,498.16,79.45,617.89,1.87,20.77,45.33,rough
8541,2150,1007,2149.29,1008.29,-10.828571,34.928571,49,90.62,-171.56,270.88,81.49,574.44,1.24,13.79,47.54,rough
8542,2303,1003,2302.33,1004.14,-10.414286,50.233333,21,-58.19,-109.11,-29.08,65.27,288.49,1.19,13.28,56.95,rough
8543,2312,1005,2310.33,1005.29,-10.528571,51.033333,21,-59.9,-81.94,-44.39,38.64,115.12,1.11,12.31,62.34,moderate
8544,2328,1003,2330.0,1001.57,-10.157143,53.0,14,-31.5,-100.6,27.04,69.82,266.68,1.54,17.14,57.6,rough
8545,2335,1004,2335.81,1003.05,-10.305172,53.581034,58,114.88,-91.64,479.51,76.98,566.14,2.72,30.19,47.56,rough
8546,2344,1004,2343.29,1003.67,-10.367241,54.32931,58,208.83,-97.43,518.82,83.02,644.47,2.58,28.74,44.6,rough
8547,2354,1007,2353.28,1006.55,-10.654878,55.328049,82,206.37,-50.82,506.48,83.05,662.24,2.2,24.49,44.09,rough
8548,2364,1004,2364.9,1004.03,-10.403333,56.49,30,-65.0,-118.42,-28.59,64.9,256.51,1.25,13.89,57.94,rough
8549,2378,1007,2379.41,1007.54,-10.753846,57.941026,39,-54.57,-73.98,-32.72,28.79,166.98,2.39,26.63,60.65,moderate
8550,2385,1003,2385.83,1005.54,-10.553659,58.582927,41,-55.56,-68.65,-45.88,23.59,248.52,2.62,29.15,58.81,moderate
8551,2394,1004,2394.54,1005.88,-10.588,59.454,50,-53.65,-63.73,-44.61,19.67,102.88,2.39,26.57,70.21,moderate
8552,2406,1002,2407.36,1002.99,-10.298507,60.735821,67,-51.4,-65.28,-42.2,16.48,34.23,2.75,30.63,77.91,easy
8553,2415,1004,2415.22,1003.72,-10.372165,61.521649,97,-37.99,-44.5,-27.99,9.15,17.18,10.09,112.16,90.79,easy
8554,2426,1002,2424.75,1002.77,-10.276812,62.475362,69,-31.49,-37.22,-18.16,10.47,17.92,18.8,209.02,87.86,easy
8555,2432,1006,2433.18,1005.64,-10.563636,63.318182,88,-18.49,-30.0,-10.75,13.46,21.36,27.15,301.94,81.97,easy
8556,2445,1003,2444.7,1003.89,-10.388506,64.470115,87,-18.01,-23.19,-12.04,7.36,11.9,36.0,400.33,92.36,easy
8557,2456,1007,2455.3,1005.88,-10.5875,65.530208,96,-12.1,-20.69,28.44,14.74,29.6,46.41,516.13,78.19,easy
8558,2463,1004,2463.88,1003.48,-10.348333,66.3875,120,3.35,-20.92,44.58,19.75,59.14,53.55,595.52,68.02,moderate
8559,2477,1007,2475.91,1005.47,-10.546512,67.590698,86,102.84,15.69,351.86,59.92,350.53,65.61,729.6,50.14,rough
8560,2483,1007,2484.05,1005.05,-10.504545,68.404545,66,508.88,216.41,650.07,77.68,486.71,73.35,815.63,43.11,rough
8561,2492,1004,2492.92,1003.43,-10.342857,69.292481,133,438.36,227.7,778.1,75.93,528.69,81.65,907.98,41.64,severe
8562,2507,1007,2505.97,1006.65,-10.664948,70.596907,97,413.78,96.81,840.49,80.92,670.57,88.18,980.53,36.93,severe
8563,2512,1002,2512.54,1002.83,-10.283099,71.253521,71,389.85,59.24,1082.29,79.58,841.69,83.48,928.31,32.06,severe
8564,2523,1004,2522.7,1003.99,-10.398925,72.269892,93,776.73,304.84,1491.44,82.55,1049.24,73.43,816.57,28.74,severe
8565,2533,1004,2533.53,1003.5,-10.35,73.352778,144,1037.88,507.35,1630.37,83.02,900.45,63.26,703.42,27.94,severe
8566,2547,1005,2546.21,1003.86,-10.385827,74.62126,127,1218.26,915.5,1469.63,79.04,625.09,51.13,568.57,36.29,severe
8567,2554,1007,2554.73,1004.98,-10.497849,75.473118,93,1123.99,920.52,1417.42,76.56,493.17,42.74,475.25,41.49,severe
8568,2565,1006,2564.73,1004.57,-10.456977,76.473256,86,900.17,790.05,1020.04,69.76,358.71,33.61,373.75,47.54,rough
8569,2576,1002,2575.39,1002.95,-10.295,77.539,100,887.31,733.7,1146.29,72.55,372.64,24.3,270.25,47.8,rough
8570,2585,1003,2585.66,1003.2,-10.319828,78.566379,116,834.92,430.47,1125.19,78.76,648.79,14.41,160.19,40.16,severe
8571,2597,1006,2595.42,1004.44,-10.443836,79.542466,73,181.42,-59.18,723.34,78.77,736.61,4.86,54.02,41.74,severe
8572,2604,1002,2601.81,999.31,-9.930769,80.180769,26,57.21,-38.13,313.55,78.2,562.33,1.79,19.86,48.06,rough
8573,2705,1004,2704.9,1003.5,-10.35,90.49,10,-183.64,-688.39,-19.96,83.85,1719.11,1.0,11.12,37.93,severe
8574,2710,1008,2710.0,1008.0,-10.8,91.0,1,-385.95,-385.95,-385.95,85.16,2133.82,1.0,11.12,37.93,severe
8575,3289,1009,3291.33,1008.0,-10.8,149.133333,3,-609.78,-1212.17,-122.36,87.8,3182.4,1.0,11.12,37.93,severe
8576,3294,1004,3295.0,1006.08,-10.607692,149.5,13,-323.21,-792.63,-16.64,86.55,2134.47,1.06,11.83,37.93,severe
8577,3302,1004,3303.0,1004.7,-10.47,150.3,10,-275.27,-424.7,-177.33,83.6,2188.25,1.04,11.58,37.93,severe
8578,3310,1004,3308.38,1003.52,-10.352083,150.8375,48,82.96,-804.97,595.98,87.68,4265.48,1.47,16.33,37.44,severe
8579,3327,1005,3328.0,1004.0,-10.4,152.8,5,-749.53,-926.33,-596.26,86.48,3168.14,1.0,11.12,37.93,severe
8580,3335,1004,3336.0,1003.0,-10.3,153.6,3,-1142.87,-1432.96,-837.62,87.78,3421.0,1.0,11.12,37.93,severe
8581,3340,1000,3339.4,1000.2,-10.02,153.94,5,-817.56,-954.88,-710.73,86.83,3091.67,1.0,11.12,37.93,severe
8582,3423,1007,3424.27,1008.36,-10.836364,162.427273,11,-243.88,-478.3,-88.21,85.78,2082.56,1.0,11.12,37.93,severe
8583,3433,1004,3430.18,1004.91,-10.490909,163.018182,11,-550.12,-965.42,-272.07,88.18,2113.39,1.0,11.12,37.93,severe
8584,3455,1002,3455.0,1002.0,-10.2,165.5,1,-615.95,-615.95,-615.95,83.58,1995.21,1.0,11.12,37.93,severe
8585,3463,1001,3463.0,1001.0,-10.1,166.3,1,-482.7,-482.7,-482.7,88.14,2499.61,1.0,11.12,37.93,severe
8586,3510,1001,3510.0,1001.0,-10.1,171.0,1,-1841.17,-1841.17,-1841.17,85.62,1185.27,1.0,11.12,37.93,severe
8587,307,1012,307.57,1010.57,-11.056522,-149.243478,23,-73.55,-224.21,-25.72,68.62,509.5,1.04,11.52,50.08,rough
8588,314,1014,315.37,1014.3,-11.42963,-148.462963,54,-21.22,-155.46,48.18,63.68,349.99,1.3,14.48,55.02,rough
8589,324,1014,323.04,1013.84,-11.383673,-147.695918,49,-12.59,-180.53,147.41,74.88,607.02,1.3,14.44,47.03,rough
8590,331,1012,328.88,1010.44,-11.04375,-147.1125,16,54.12,-159.54,218.05,84.69,1014.69,1.19,13.25,37.62,severe
8591,347,1016,348.88,1017.58,-11.758333,-145.1125,24,153.11,-101.97,290.43,80.79,1374.77,1.94,21.53,37.01,severe
8592,354,1014,355.07,1014.16,-11.416438,-144.493151,73,38.78,-55.16,238.42,74.9,766.36,1.48,16.48,41.84,severe
8593,364,1013,363.27,1013.07,-11.307042,-143.673239,71,212.29,-121.2,549.13,82.78,777.78,2.52,28.05,40.44,severe
8594,371,1012,372.22,1012.97,-11.296842,-142.777895,95,277.46,71.09,655.78,79.29,766.86,3.22,35.83,40.37,severe
8595,382,1014,379.26,1013.13,-11.312963,-142.074074,54,345.93,-87.22,556.97,81.45,1172.5,2.68,29.85,35.88,severe
8596,408,1010,408.57,1009.07,-10.907143,-139.142857,14,33.57,-103.03,177.64,81.23,582.23,1.37,15.19,47.61,rough
8597,412,1014,411.5,1012.4,-11.24,-138.85,10,-17.95,-122.0,102.86,81.93,821.0,1.0,11.12,40.39,severe
8598,436,1013,438.25,1013.8,-11.38,-136.175,20,-6.47,-91.71,80.26,73.77,490.38,1.64,18.18,50.63,rough
8599,443,1011,443.89,1011.6,-11.16,-135.611429,70,197.18,6.55,438.01,71.78,431.53,5.04,56.01,51.13,rough
8600,453,1014,451.0,1013.57,-11.356604,-134.9,53,278.2,-38.01,493.96,79.28,1273.19,2.74,30.52,36.25,severe
8601,461,1016,463.1,1014.54,-11.454167,-133.690278,72,374.85,-344.28,882.4,84.51,1554.02,3.13,34.85,35.68,severe
8602,473,1012,473.2,1013.09,-11.308571,-132.68,140,782.6,337.81,1327.27,81.3,731.03,11.13,123.74,38.11,severe
8603,487,1013,485.85,1014.0,-11.4,-131.414783,115,634.75,100.11,1068.93,81.34,842.4,7.31,81.28,35.73,severe
8604,495,1014,494.9,1014.58,-11.458025,-130.509877,81,206.79,15.64,470.01,79.94,652.69,2.39,26.62,44.37,rough
8605,503,1015,503.34,1014.3,-11.430088,-129.666372,113,745.37,334.55,1415.22,83.16,1069.91,5.56,61.82,33.44,severe
8606,512,1017,513.2,1016.16,-11.615625,-128.679688,128,1090.25,-27.59,1917.22,85.76,1591.07,5.17,57.44,31.52,severe
8607,526,1011,524.56,1012.24,-11.223585,-127.54434,106,1534.91,753.82,2002.59,82.38,1083.08,7.05,78.37,28.9,severe
8608,532,1015,532.45,1015.38,-11.537755,-126.755102,98,1118.84,698.23,1685.05,80.62,974.04,7.07,78.57,31.24,severe
8609,542,1017,541.29,1015.29,-11.529032,-125.870968,93,977.04,770.08,1357.8,78.76,670.41,10.7,119.02,38.93,severe
8610,552,1012,552.64,1013.05,-11.305128,-124.735897,117,417.15,-31.08,1025.89,80.45,828.53,3.77,41.87,37.63,severe
8611,566,1012,564.56,1013.92,-11.391667,-123.544444,72,89.39,-48.21,238.52,73.95,519.47,3.15,35.03,49.13,rough
8612,575,1015,574.53,1013.97,-11.396629,-122.547191,89,139.05,-63.96,508.43,75.73,518.4,3.96,44.08,48.83,rough
8613,581,1017,581.85,1016.95,-11.695349,-121.815116,86,270.36,91.19,444.77,74.14,419.73,8.23,91.53,50.87,rough
8614,591,1015,591.34,1014.83,-11.483168,-120.866337,101,361.45,214.5,632.22,72.83,446.22,15.11,167.98,49.08,rough
8615,605,1017,604.65,1015.48,-11.548148,-119.535185,108,587.99,271.07,972.25,79.93,675.49,28.17,313.28,39.8,severe
8616,614,1016,613.91,1014.95,-11.494828,-118.609483,116,983.14,792.62,1224.9,73.42,434.34,29.87,332.11,44.97,rough
8617,625,1013,624.32,1013.41,-11.341333,-117.568,75,1032.5,692.16,1307.7,79.73,531.71,19.59,217.84,42.34,rough
8618,632,1016,633.56,1015.61,-11.560577,-116.644231,104,767.94,445.53,1327.79,80.59,790.73,12.36,137.42,36.26,severe
8619,646,1017,645.48,1014.74,-11.474,-115.452,100,591.79,-19.37,1494.96,84.1,1238.25,3.64,40.49,34.43,severe
8620,657,1011,654.8,1010.41,-11.040816,-114.520408,49,180.18,-269.79,1008.23,84.18,1441.75,1.52,16.85,36.89,severe
8621,660,1018,659.36,1018.0,-11.8,-114.063636,11,-118.42,-265.24,-58.04,75.18,422.44,1.04,11.54,52.79,rough
8622,674,1014,674.0,1014.0,-11.4,-112.6,1,-252.14,-252.14,-252.14,78.39,1609.8,1.0,11.12,37.93,severe
