cell_id,x,y,lat,lon,area_px,elevation_m,slope_deg,ruggedness_m,coast_distance_km,traversal_cost,settlement_desirability,population_weight,population_estimate
1918,239.8,1079.27,7.598955,48.630637,798,571.59,77.98,718.61,21.81,66.77,0.26428,0.000173,72.67
1919,265.89,1074.09,7.680952,49.043653,790,579.49,74.08,578.18,29.08,62.18,0.27987,0.000171,71.62
1920,291.33,1064.1,7.839103,49.446359,537,256.29,75.03,545.39,14.22,58.12,0.37793,0.00029,121.66
1921,315.47,1054.67,7.988362,49.828525,89,5.91,67.08,310.22,5.06,47.67,0.53215,0.000493,206.91
1922,1363.95,1060.89,7.889976,66.427009,342,-54.21,7.26,23.59,10.28,6.35,0.82574,0.000689,289.58
1923,1386.48,1068.3,7.772701,66.783561,822,-43.54,3.55,9.5,29.59,0.65,0.7733,0.000469,196.86
1924,1420.03,1074.74,7.670719,67.314748,1160,-39.84,1.73,4.04,74.29,0.0,0.67116,0.000259,108.59
1925,1456.47,1073.91,7.683796,67.891606,1043,-41.59,1.54,3.48,132.16,1.69,0.66954,0.000258,108.33
1926,1484.8,1066.05,7.808302,68.340117,1125,-41.87,2.34,5.03,159.16,4.18,0.65455,0.000252,105.9
1927,1516.31,1066.26,7.805011,68.838993,1020,-42.81,2.38,5.11,189.83,4.25,0.65399,0.000252,105.81
1928,1546.42,1075.2,7.663353,69.315698,1328,-43.63,2.02,4.37,235.3,3.62,0.65966,0.000254,106.73
1929,1585.55,1069.69,7.750687,69.935114,1222,-42.42,2.78,6.16,283.21,4.95,0.6477,0.00025,104.79
1930,1620.99,1068.4,7.771112,70.496106,929,-42.56,4.66,15.14,329.74,8.37,0.61714,0.000238,99.85
1931,1647.97,1072.3,7.709342,70.92322,963,-45.44,3.68,9.26,350.07,6.52,0.63366,0.000244,102.52
1932,1673.74,1073.91,7.683812,71.331289,974,-50.64,3.44,8.57,364.91,6.08,0.63781,0.000246,103.2
1933,1704.12,1076.39,7.644623,71.812137,1015,-54.53,2.68,5.89,364.34,4.69,0.65026,0.000251,105.21
1934,1737.29,1071.91,7.715485,72.337333,1214,-47.65,1.63,3.88,315.13,2.93,0.66595,0.000257,107.75
1935,1771.39,1073.96,7.683035,72.877174,1352,-45.66,2.24,5.19,256.17,3.99,0.65631,0.000253,106.19
1936,1805.24,1071.59,7.720529,73.412968,893,-42.79,10.43,46.59,199.64,19.02,0.52419,0.000202,84.81
1937,1837.79,1077.45,7.627838,73.92829,1028,51.04,41.65,173.14,142.63,49.24,0.31232,0.00012,50.53
1938,1874.95,1067.7,7.782079,74.516533,1049,-36.48,7.2,25.16,96.29,10.26,0.58267,0.000224,94.27
1939,1904.89,1074.9,7.668121,74.990578,906,-44.2,2.13,5.18,57.17,0.0,0.69409,0.000301,126.54
1940,1931.24,1066.63,7.799035,75.407637,761,-43.87,3.16,6.65,73.95,1.87,0.65068,0.000251,105.28
1941,1957.98,1065.5,7.816962,75.831106,976,-33.3,4.63,12.43,82.13,4.95,0.62539,0.000241,101.19
1942,2000.34,1069.13,7.759453,76.501556,1122,-6.66,28.19,78.38,22.04,40.13,0.48855,0.000319,134.04
1943,2036.14,1068.39,7.771153,77.068414,669,-53.32,2.65,5.96,28.96,0.0,0.78898,0.000481,202.16
1944,2064.43,1066.9,7.794787,77.516223,865,-50.47,2.56,6.32,34.98,0.0,0.76808,0.00044,184.69
1945,2092.48,1072.13,7.711986,77.96024,674,-56.54,2.87,6.13,22.72,0.0,0.8092,0.000525,220.57
1946,2111.55,1063.02,7.856284,78.262217,292,-59.69,2.65,5.9,9.23,0.0,0.90874,0.000775,325.66
1947,2176.06,1056.73,7.955867,79.283454,183,-52.66,12.02,27.95,7.36,14.25,0.77379,0.000685,287.87
1948,2192.16,1066.01,7.808927,79.538271,352,-41.25,17.26,45.3,13.41,23.89,0.64071,0.0005,210.05
1949,2205.92,1058.02,7.935362,79.756214,273,-41.92,19.12,61.99,13.1,27.53,0.61046,0.00048,201.51
1950,2762.42,1075.24,7.662856,88.566064,412,40.12,63.62,581.38,5.57,57.52,0.44354,0.000407,170.81
1951,14.39,1115.36,7.027615,45.062074,688,401.49,73.46,672.99,16.4,63.74,0.31695,0.000231,96.99
1952,47.72,1098.27,7.298256,45.589816,830,501.88,78.08,924.99,14.37,69.54,0.29512,0.000225,94.68
1953,83.92,1102.99,7.223465,46.162832,425,274.38,74.24,782.82,6.98,66.32,0.36276,0.000324,135.96
1954,108.57,1102.91,7.224672,46.553011,759,389.78,75.67,591.83,15.24,60.74,0.34812,0.000261,109.47
1955,141.44,1102.99,7.223489,47.073381,1101,424.64,69.42,458.81,66.82,58.56,0.21774,8.4e-05,35.23
1956,174.91,1100.47,7.263368,47.60328,1068,1349.46,77.44,683.46,95.76,74.2,0.10634,4.1e-05,17.21
1957,205.64,1097.0,7.318367,48.089801,976,1277.24,78.31,732.93,63.12,74.0,0.10623,4.2e-05,17.71
1958,242.24,1106.17,7.173114,48.669128,818,554.55,79.76,788.22,20.82,69.07,0.25546,0.000169,70.9
1959,275.35,1093.15,7.379231,49.193388,304,55.49,66.62,459.47,7.89,53.41,0.46234,0.000405,170.21
1960,1397.57,1097.75,7.30638,66.959267,818,-53.02,3.54,8.66,23.63,0.27,0.79667,0.000513,215.26
1961,1421.76,1108.33,7.138864,67.342159,765,-46.96,2.1,5.29,61.49,0.0,0.67947,0.000277,116.18
1962,1455.42,1103.48,7.215784,67.875004,1219,-42.85,1.47,3.24,118.08,0.93,0.67224,0.000259,108.77
1963,1490.83,1101.54,7.24638,68.435622,928,-43.86,1.2,2.77,166.19,2.21,0.6724,0.000259,108.79
1964,1517.81,1101.72,7.243613,68.862637,904,-45.37,2.01,4.82,197.28,3.61,0.6598,0.000254,106.75
1965,1551.99,1106.65,7.165527,69.403779,818,-48.2,1.89,4.08,238.24,3.36,0.66207,0.000255,107.12
1966,1579.27,1102.3,7.234465,69.835621,1011,-46.31,2.38,5.27,267.61,4.24,0.65421,0.000252,105.85
1967,1614.22,1102.79,7.226639,70.388916,1434,-49.02,2.78,5.94,280.71,4.9,0.6483,0.00025,104.89
1968,1649.29,1108.53,7.135717,70.944159,1078,-52.39,1.41,3.27,293.23,2.51,0.66983,0.000258,108.38
1969,1678.39,1104.68,7.196745,71.404927,737,-54.91,1.77,3.42,317.7,3.1,0.66461,0.000256,107.53
1970,1707.58,1104.89,7.19337,71.866953,821,-53.66,1.4,3.22,337.6,2.49,0.67008,0.000258,108.42
1971,1738.28,1109.09,7.126976,72.353013,1262,-47.67,1.01,2.31,307.95,1.85,0.67572,0.00026,109.33
1972,1777.9,1107.88,7.145986,72.980238,1093,-41.12,3.21,13.59,238.65,5.93,0.63884,0.000246,103.36
1973,1809.8,1099.88,7.272675,73.485265,1001,59.57,37.26,189.62,183.18,50.55,0.30588,0.000118,49.49
1974,1843.12,1110.09,7.111117,74.012748,1122,315.46,63.16,269.29,125.33,53.71,0.26949,0.000104,43.6
1975,1874.14,1099.59,7.277307,74.503713,1089,61.04,37.14,169.38,72.28,46.05,0.31888,0.000123,51.59
1976,1906.66,1108.9,7.129941,75.01866,963,22.9,32.95,109.88,21.37,41.42,0.47895,0.000315,132.25
1977,1933.2,1099.52,7.278479,75.438667,1065,-12.55,24.42,83.07,29.52,37.97,0.46838,0.000284,119.33
1978,1966.2,1095.99,7.334244,75.961197,1138,-41.01,9.79,32.76,52.19,12.82,0.59086,0.000275,115.43
1979,1995.6,1097.28,7.31389,76.426526,653,-53.92,4.9,12.16,16.98,2.34,0.81228,0.000584,245.12
1980,2031.75,1083.07,7.538857,76.998921,323,-59.3,3.64,7.87,7.34,0.0,0.91192,0.000808,339.39
1981,2073.85,1089.15,7.442645,77.665351,364,-59.62,2.7,5.78,9.84,0.0,0.90321,0.000761,319.65
1982,2093.64,1096.47,7.326702,77.978708,392,-60.52,1.52,4.11,8.94,0.0,0.92499,0.000794,333.44
1983,2178.5,1087.5,7.468696,79.32208,4,-62.82,6.77,18.66,1.75,4.93,0.90558,0.00089,374.0
1984,2772.65,1109.31,7.12343,88.728103,294,-19.22,51.98,429.86,5.08,51.72,0.49725,0.00046,193.27
1985,16.41,1139.66,6.643027,45.09404,879,736.13,61.51,291.17,53.5,54.2,0.27402,0.000125,52.59
1986,42.52,1136.82,6.687972,45.507505,789,643.62,70.22,584.78,29.72,62.89,0.27183,0.000165,69.11
1987,61.58,1148.02,6.51053,45.809171,605,185.15,67.74,479.13,16.49,55.39,0.38668,0.000281,118.07
1988,117.25,1129.72,6.800352,46.690427,1062,426.31,66.0,427.11,33.51,55.98,0.3184,0.000185,77.79
1989,144.18,1141.3,6.617066,47.116859,813,881.36,77.58,696.33,67.23,70.15,0.13209,5.1e-05,21.37
1990,170.13,1135.95,6.701623,47.527612,1043,1079.2,73.33,604.69,73.59,68.56,0.1411,5.4e-05,22.83
1991,200.85,1129.83,6.798548,48.014016,1228,762.8,75.15,701.45,37.5,68.18,0.21131,0.000118,49.41
1992,232.67,1130.56,6.787011,48.517632,980,363.99,75.32,593.09,19.27,60.78,0.32285,0.000219,92.02
1993,1397.58,1130.99,6.78027,66.959344,787,-57.49,1.97,4.48,18.77,0.0,0.8398,0.000577,242.44
1994,1424.31,1137.08,6.683726,67.382487,876,-51.59,1.38,3.07,56.15,0.0,0.70705,0.000311,130.79
1995,1455.51,1132.93,6.749445,67.876505,928,-48.01,1.28,2.85,88.7,0.0,0.67697,0.000261,109.53
1996,1489.83,1132.15,6.761852,68.419706,957,-47.97,1.24,2.58,125.66,0.83,0.67552,0.00026,109.3
1997,1523.79,1130.72,6.784445,68.95737,1030,-47.42,3.35,7.7,174.46,5.91,0.63919,0.000246,103.42
1998,1555.73,1133.08,6.747179,69.462984,826,-38.94,2.95,6.89,210.73,5.29,0.64464,0.000248,104.3
1999,1582.69,1138.79,6.65677,69.889805,954,-34.35,3.89,8.75,207.19,6.93,0.62982,0.000243,101.9
2000,1616.02,1135.03,6.716233,70.417477,934,-51.22,1.65,4.1,228.43,2.95,0.66587,0.000257,107.74
2001,1648.09,1139.74,6.64169,70.925193,930,-52.92,1.0,2.16,241.59,1.79,0.67635,0.000261,109.43
2002,1680.69,1130.47,6.788454,71.441232,776,-54.49,0.58,1.26,278.85,1.05,0.68307,0.000263,110.52
2003,1708.94,1138.07,6.668049,71.888531,1137,-51.08,1.32,3.14,294.66,2.36,0.67112,0.000259,108.58
2004,1746.52,1145.38,6.552465,72.483424,1043,-45.86,0.87,1.97,298.72,1.63,0.67774,0.000261,109.66
2005,1768.67,1133.43,6.741615,72.834142,851,-42.49,3.83,10.13,259.36,6.82,0.63093,0.000243,102.08
2006,1802.12,1135.39,6.710552,73.363595,1172,143.94,50.39,210.16,203.08,51.86,0.2944,0.000113,47.63
2007,1837.85,1138.34,6.663867,73.929246,962,293.12,61.97,299.31,145.57,55.51,0.26132,0.000101,42.28
2008,1876.65,1130.9,6.781691,74.543471,1012,90.88,44.65,164.54,79.69,46.42,0.31745,0.000122,51.36
2009,1901.81,1144.23,6.570661,74.94185,1020,232.16,53.6,204.7,62.13,48.04,0.30648,0.000124,51.89
2010,1932.91,1136.86,6.687301,75.434078,941,338.04,67.19,349.2,32.98,52.59,0.34807,0.000204,85.52
2011,1961.95,1129.6,6.802156,75.893866,961,59.25,41.13,169.78,29.42,44.15,0.43176,0.000262,110.11
2012,1984.0,1120.34,6.948829,76.242997,378,-58.5,2.94,8.38,14.21,0.0,0.86424,0.000663,278.28
2013,2769.67,1123.2,6.90353,88.680878,100,86.52,75.57,1226.6,4.15,66.21,0.39307,0.00037,155.45
2014,2790.43,1149.29,6.490568,89.009507,7,-86.06,68.84,557.04,1.75,55.78,0.48592,0.000478,200.69
2015,17.82,1171.5,6.138925,45.11636,1307,598.22,68.63,380.91,48.76,56.21,0.27337,0.000133,55.86
2016,49.04,1172.6,6.121432,45.610689,728,375.09,60.31,309.87,34.4,51.51,0.35211,0.000203,85.2
2017,76.23,1168.85,6.180786,46.04108,301,134.39,72.15,647.92,6.49,60.56,0.41041,0.00037,155.29
2018,107.79,1161.68,6.294364,46.540646,1254,465.25,64.15,389.87,25.19,54.56,0.35166,0.000223,93.58
2019,139.58,1166.53,6.217621,47.043978,666,587.58,73.92,611.46,32.61,63.57,0.26008,0.000153,64.15
2020,172.61,1166.36,6.220309,47.5669,823,448.61,75.37,609.52,26.78,62.28,0.28724,0.000179,75.24
2021,200.42,1164.22,6.254081,48.007066,643,130.98,62.85,344.81,19.35,50.39,0.40997,0.000278,116.62
2022,219.98,1155.28,6.395616,48.316734,335,205.67,64.31,453.54,12.29,54.44,0.42168,0.000337,141.69
2023,1395.9,1155.76,6.388142,66.932734,483,-59.36,1.98,4.75,12.04,0.0,0.89404,0.000719,302.04
2024,1420.52,1169.22,6.174998,67.322459,761,-57.27,2.41,6.28,15.99,0.0,0.85654,0.00063,264.66
2025,1450.47,1160.97,6.305633,67.796681,1079,-52.5,1.54,3.55,43.75,0.0,0.74913,0.000388,162.92
2026,1488.35,1161.21,6.30174,68.39636,1171,-49.55,1.25,2.68,94.76,0.0,0.67744,0.000261,109.61
2027,1522.57,1166.84,6.212736,68.938053,1223,-43.77,2.11,5.04,134.24,2.76,0.66052,0.000254,106.87
2028,1553.53,1165.06,6.24086,69.42818,1100,-30.82,3.03,6.9,159.49,5.47,0.6428,0.000248,104.0
2029,1587.11,1172.05,6.130168,69.959838,898,-33.65,3.44,7.49,151.8,5.89,0.63739,0.000246,103.13
2030,1609.6,1161.43,6.298353,70.31583,854,-47.55,2.9,6.26,181.59,5.11,0.64632,0.000249,104.57
2031,1640.78,1169.97,6.16314,70.809464,1078,-51.45,1.11,2.44,187.76,1.99,0.6745,0.00026,109.13
2032,1674.54,1164.34,6.252257,71.343928,1259,-53.39,1.6,3.36,222.47,2.82,0.66705,0.000257,107.93
2033,1708.83,1171.37,6.141008,71.886816,1015,-48.64,1.14,2.68,251.16,2.08,0.67371,0.00026,109.0
2034,1740.56,1173.14,6.112896,72.388985,1160,-45.9,1.04,2.33,289.7,1.92,0.6751,0.00026,109.23
2035,1780.01,1171.68,6.135966,73.013553,1346,-24.53,8.55,21.05,261.65,15.15,0.55741,0.000215,90.19
2036,1815.3,1163.84,6.260187,73.572303,983,122.78,43.33,175.25,200.8,50.48,0.3054,0.000118,49.41
2037,1845.3,1166.82,6.213016,74.047239,780,106.74,47.01,159.33,160.13,49.8,0.31091,0.00012,50.3
2038,1870.36,1165.02,6.241542,74.443957,1063,152.42,53.37,198.4,122.11,49.93,0.30011,0.000116,48.56
2039,1911.53,1175.05,6.082686,75.09575,1009,335.96,62.94,270.44,59.72,50.97,0.28861,0.000121,50.69
2040,1935.66,1164.93,6.242841,75.477646,727,171.57,64.46,291.55,22.95,48.95,0.40851,0.000265,111.1
2041,1956.21,1160.07,6.319866,75.802976,467,-17.14,32.2,163.66,10.97,42.59,0.53588,0.000441,185.23
2042,2777.25,1151.25,6.459472,88.800877,4,-126.4,80.0,1182.09,1.75,65.08,0.42074,0.000414,173.76
2043,2790.75,1152.0,6.447598,89.014595,4,-87.07,62.14,556.48,1.75,55.76,0.48609,0.000478,200.76
2044,16.7,1202.62,5.64616,45.098646,898,281.81,72.44,562.7,13.93,58.9,0.37307,0.000288,120.89
2045,44.34,1203.02,5.639891,45.536204,628,269.43,68.74,447.95,11.49,54.65,0.42413,0.000345,144.99
2046,61.16,1188.92,5.863041,45.802489,253,280.53,72.87,619.44,10.01,60.72,0.38361,0.000322,135.29
2047,123.25,1183.97,5.941541,46.78542,267,121.78,71.96,426.82,8.95,52.77,0.4595,0.000394,165.61
2048,139.22,1184.86,5.927438,47.038244,161,131.17,74.23,464.27,8.29,54.13,0.45227,0.000393,165.18
2049,157.9,1179.39,6.014066,47.334044,174,165.59,77.01,603.8,7.92,59.28,0.41106,0.00036,151.24
2050,1439.12,1196.98,5.735587,67.616984,497,-59.13,2.85,7.25,9.37,0.0,0.90485,0.00077,323.34
2051,1459.85,1194.98,5.767223,67.945157,843,-56.87,1.4,3.25,31.58,0.0,0.79477,0.000472,198.19
2052,1487.23,1192.77,5.802096,68.378622,1167,-53.57,1.18,2.75,60.09,0.0,0.69565,0.000289,121.5
2053,1520.84,1205.64,5.598433,68.910693,1018,-48.61,1.66,3.72,89.04,0.0,0.67259,0.000259,108.82
2054,1547.55,1197.5,5.727272,69.333572,944,-38.39,2.63,6.28,106.49,2.46,0.65485,0.000252,105.95
2055,1583.58,1199.03,5.703,69.903932,1196,-33.81,3.91,8.72,105.1,4.65,0.63485,0.000245,102.72
2056,1619.48,1199.92,5.688918,70.472262,1102,-50.19,1.68,3.98,126.47,1.63,0.66859,0.000258,108.18
2057,1650.03,1203.54,5.631614,70.955942,1069,-51.44,0.53,1.17,141.74,0.29,0.68523,0.000264,110.87
2058,1680.37,1204.27,5.620078,71.436246,911,-50.33,0.49,1.17,175.9,0.93,0.6841,0.000264,110.68
2059,1703.43,1197.6,5.725663,71.801288,896,-48.97,0.87,1.92,214.36,1.59,0.67806,0.000261,109.71
2060,1740.7,1202.76,5.643976,72.391264,1007,-45.15,1.83,4.81,264.39,3.32,0.66244,0.000255,107.18
2061,1775.71,1204.97,5.60909,72.945457,949,-13.77,12.36,34.69,261.61,22.01,0.4984,0.000192,80.64
2062,1803.55,1200.09,5.686331,73.386324,837,18.47,22.13,71.93,229.17,39.71,0.35443,0.000137,57.35
2063,1830.89,1196.76,5.73908,73.819122,1103,75.33,36.87,132.65,196.14,48.64,0.32048,0.000123,51.85
2064,1861.95,1200.65,5.677378,74.310834,982,167.14,47.34,151.5,150.75,49.64,0.30943,0.000119,50.06
2065,1895.5,1195.44,5.759851,74.841977,1117,207.22,56.44,196.84,94.92,49.04,0.29911,0.000115,48.4
2066,1933.32,1205.76,5.596534,75.440634,898,54.76,37.99,177.79,35.41,44.67,0.41035,0.000234,98.21
2067,1948.78,1192.52,5.806065,75.685462,418,-19.47,27.04,108.98,12.06,40.68,0.54503,0.000438,184.05
2068,2771.09,1211.7,5.502461,88.703322,57,73.74,80.43,816.52,3.99,65.99,0.39538,0.000373,156.82
2069,12.84,1235.1,5.13202,45.037624,729,350.65,74.05,686.16,11.13,63.62,0.35188,0.000289,121.22
2070,33.05,1239.44,5.063353,45.357588,164,273.74,83.33,1149.82,5.37,67.56,0.37101,0.000341,143.42
2071,1432.17,1225.97,5.276617,67.507,248,-60.28,3.07,8.42,5.0,0.0,0.93775,0.000869,365.03
2072,1457.39,1223.94,5.308698,67.906205,664,-59.57,2.76,5.42,7.71,0.0,0.91996,0.000809,339.9
2073,1481.91,1230.95,5.197732,68.294364,912,-56.62,1.49,3.45,26.88,0.0,0.81068,0.000505,212.14
2074,1509.98,1229.79,5.21603,68.73876,965,-50.97,1.38,3.12,60.1,0.0,0.69312,0.000288,121.04
2075,1554.76,1226.73,5.264605,69.447722,1053,-36.7,2.73,6.46,54.66,0.35,0.69457,0.000312,131.2
2076,1585.63,1232.59,5.171795,69.936361,915,-44.93,3.28,8.35,52.67,1.18,0.69356,0.000321,134.62
2077,1616.34,1230.46,5.205534,70.4226,913,-50.74,1.21,2.83,74.7,0.0,0.67793,0.000261,109.69
2078,1643.61,1239.51,5.062275,70.854319,913,-52.09,0.53,1.14,86.93,0.0,0.68597,0.000264,110.99
2079,1673.11,1230.95,5.197682,71.321331,866,-50.28,0.54,1.12,137.61,0.13,0.68543,0.000264,110.9
2080,1705.67,1234.36,5.143785,71.836728,932,-49.14,0.67,1.49,186.47,1.24,0.68121,0.000262,110.22
2081,1735.84,1228.39,5.238266,72.314417,1025,-41.94,3.4,8.87,239.75,6.07,0.63763,0.000246,103.17
2082,1769.71,1236.24,5.114063,72.850593,1128,8.53,15.63,37.15,241.71,27.64,0.45074,0.000174,72.93
2083,1802.45,1232.28,5.176745,73.36878,919,106.56,39.53,140.93,195.83,49.15,0.31599,0.000122,51.13
2084,1833.24,1230.39,5.206648,73.856288,1022,253.9,53.82,204.12,157.56,52.41,0.28844,0.000111,46.67
2085,1873.12,1224.69,5.296879,74.48766,945,222.46,52.39,171.31,126.28,49.64,0.30227,0.000116,48.91
2086,1906.95,1230.44,5.205864,75.023131,1190,81.11,41.03,195.5,80.8,47.5,0.3095,0.000119,50.08
2087,1933.05,1239.04,5.069728,75.436397,770,-41.39,7.52,17.7,37.81,7.88,0.68016,0.000377,158.5
2088,1951.05,1236.15,5.115414,75.72134,392,-56.83,4.79,11.84,10.07,1.82,0.87051,0.00073,306.62
2089,2773.2,1216.83,5.421355,88.736762,80,78.77,78.35,692.85,4.61,61.68,0.41448,0.000387,162.52
2090,2807.23,1231.19,5.194016,89.275413,151,-39.89,51.17,466.2,3.25,52.79,0.50101,0.00048,201.43
2091,12.53,1265.63,4.64868,45.032617,512,279.03,78.75,825.4,8.06,67.72,0.35245,0.000308,129.32
2092,41.28,1271.79,4.55126,45.487807,164,35.2,72.62,476.77,5.07,53.76,0.47886,0.000443,186.15
2093,1441.94,1271.48,4.556148,67.661686,90,-60.91,2.68,7.84,4.59,0.0,0.94595,0.000883,371.05
2094,1456.17,1262.6,4.696678,67.886904,679,-57.87,2.73,6.98,12.06,0.0,0.88439,0.000711,298.65
2095,1485.32,1261.92,4.707395,68.348417,1039,-54.89,2.35,5.28,24.71,0.0,0.80807,0.000514,216.05
2096,1519.46,1255.23,4.813402,68.888893,843,-49.8,3.56,8.9,24.22,0.36,0.79381,0.000508,213.25
2097,1549.53,1252.95,4.849528,69.364944,664,-46.92,7.92,17.97,15.3,7.52,0.77642,0.000581,243.82
2098,1584.88,1257.85,4.771874,69.924422,738,-55.06,3.08,7.1,20.88,0.0,0.81311,0.000537,225.56
2099,1613.49,1262.37,4.700291,70.377465,915,-55.28,2.15,4.66,25.99,0.0,0.80592,0.000507,212.77
2100,1654.54,1265.91,4.644252,71.027318,1086,-52.18,0.78,1.78,86.61,0.0,0.68305,0.000263,110.51
2101,1686.15,1260.86,4.724283,71.527635,952,-49.86,0.51,1.08,142.28,0.29,0.68537,0.000264,110.89
2102,1716.49,1260.85,4.724342,72.007985,778,-46.31,2.19,5.65,194.73,3.93,0.65693,0.000253,106.29
2103,1741.38,1263.13,4.688305,72.402049,886,-20.94,9.86,25.75,236.85,17.5,0.53698,0.000207,86.88
2104,1771.71,1268.39,4.60498,72.882134,1007,59.29,28.09,77.74,220.04,46.59,0.3369,0.00013,54.51
2105,1804.87,1267.19,4.623969,73.407085,1244,186.08,47.9,171.81,164.83,50.79,0.30194,0.000116,48.85
2106,1840.91,1259.81,4.740799,73.977639,1268,326.8,55.12,209.94,113.91,51.18,0.28563,0.00011,46.21
2107,1873.83,1255.59,4.807612,74.49885,1203,260.21,49.85,172.87,81.14,47.95,0.30317,0.000117,49.05
2108,1900.87,1265.74,4.647018,74.926957,820,97.03,42.66,144.28,49.96,44.42,0.37061,0.000178,74.57
2109,1928.98,1271.05,4.562871,75.371915,847,-32.56,12.53,29.65,26.87,16.16,0.64013,0.000399,167.52
2110,1947.02,1271.46,4.556377,75.65758,341,-57.45,5.91,13.42,8.1,3.64,0.86844,0.000758,318.39
2111,1990.38,1284.73,4.346304,76.344004,517,-55.85,4.25,9.88,11.89,0.95,0.86472,0.000698,293.09
2112,2778.63,1260.18,4.734937,88.822749,38,-8.13,77.09,591.58,2.5,57.41,0.46597,0.000452,189.89
2113,2794.11,1258.46,4.762288,89.067767,46,-50.03,54.21,301.29,2.38,46.84,0.55919,0.000544,228.37
2114,16.28,1290.43,4.256105,45.092079,808,384.22,76.96,687.67,12.42,63.96,0.34042,0.000272,114.06
2115,38.59,1294.91,4.185141,45.445254,346,149.14,74.34,505.88,7.07,55.67,0.44715,0.000398,167.3
2116,1464.67,1290.57,4.253894,68.021518,135,-58.74,6.92,17.44,4.25,5.28,0.88272,0.00083,348.44
2117,1480.34,1284.84,4.344637,68.269477,365,-57.7,5.89,14.53,6.61,3.58,0.8806,0.000791,332.43
2118,1518.54,1291.11,4.245291,68.874345,580,-49.22,9.81,23.53,11.64,10.67,0.77483,0.000629,264.03
2119,1546.7,1296.43,4.161204,69.319997,1192,-36.42,4.96,13.01,34.6,3.38,0.73153,0.000421,176.63
2120,1581.86,1294.44,4.192604,69.87667,1170,-51.38,4.12,10.44,24.51,1.35,0.78367,0.0005,209.94
2121,1612.25,1295.91,4.169417,70.357727,963,-53.0,2.37,5.1,36.58,0.0,0.76499,0.00043,180.74
2122,1640.39,1290.37,4.257019,70.80323,976,-51.61,1.1,2.76,66.55,0.0,0.67922,0.000262,109.9
2123,1679.55,1294.88,4.18574,71.423226,1084,-48.47,0.86,2.1,133.47,0.52,0.68061,0.000262,110.12
2124,1710.23,1290.79,4.250401,71.908884,871,-41.68,4.25,11.39,184.56,7.57,0.62427,0.00024,101.0
2125,1743.84,1293.79,4.202857,72.440948,1108,56.65,34.03,129.36,237.2,48.4,0.3227,0.000124,52.21
2126,1778.35,1299.67,4.109801,72.987355,1004,283.29,61.52,286.1,203.12,55.51,0.26446,0.000102,42.79
2127,1805.73,1302.62,4.063211,73.420749,889,268.55,56.49,212.61,155.83,52.73,0.2853,0.00011,46.16
2128,1837.63,1294.68,4.1888,73.925775,1073,417.47,66.18,326.35,100.14,55.31,0.24968,9.6e-05,40.4
2129,1868.63,1294.64,4.189486,74.416535,1127,167.24,55.51,292.44,47.84,50.06,0.3303,0.000163,68.29
2130,1903.46,1291.52,4.238803,74.967895,867,-17.98,25.39,65.77,13.39,38.22,0.55077,0.00043,180.64
2131,1936.0,1302.27,4.068643,75.482998,676,-19.34,23.68,59.32,13.99,35.18,0.55481,0.000427,179.54
2132,1964.17,1302.83,4.059814,75.929084,864,-43.71,10.18,29.35,25.01,12.11,0.68274,0.000433,182.0
2133,2001.1,1305.85,4.011951,76.513649,1111,-42.71,4.44,10.22,46.41,2.91,0.69791,0.00035,146.91
2134,2028.17,1294.47,4.192157,76.942146,753,-51.59,4.5,10.67,21.58,1.85,0.78863,0.000517,217.32
2135,2057.89,1301.9,4.074523,77.412695,786,-47.66,9.3,30.51,20.65,10.47,0.71171,0.000471,197.86
2136,2091.89,1304.27,4.037094,77.950945,532,-10.56,36.01,122.4,14.37,41.32,0.52317,0.0004,167.85
2137,2122.4,1312.07,3.913525,78.433915,340,-5.34,42.29,157.93,11.5,42.49,0.53284,0.000434,182.12
2138,2779.86,1295.33,4.178606,88.842175,92,14.17,68.13,359.08,4.45,49.42,0.52091,0.000488,204.86
2139,2786.63,1300.12,4.102714,88.949319,75,-3.92,66.11,430.04,3.87,51.78,0.50477,0.000478,200.65
2140,14.3,1319.6,3.794296,45.060604,1050,399.59,73.42,551.89,21.0,59.65,0.32389,0.000214,89.74
2141,36.23,1325.31,3.703869,45.407802,344,117.22,69.51,368.74,8.76,50.67,0.4787,0.000412,173.19
2142,1490.27,1331.9,3.599627,68.426802,444,-57.91,3.86,9.29,11.54,0.26,0.87412,0.000711,298.51
2143,1515.45,1322.5,3.748469,68.825364,916,-36.84,6.43,14.97,34.54,5.88,0.70884,0.000408,171.26
2144,1547.27,1327.33,3.672023,69.329097,1121,5.73,18.99,59.51,79.13,30.49,0.4063,0.000157,65.74
2145,1583.38,1330.93,3.614904,69.900745,1206,-2.73,18.84,78.17,85.54,31.14,0.40287,0.000155,65.18
2146,1618.17,1329.83,3.632426,70.451493,1201,-41.68,2.1,4.76,94.25,0.97,0.66475,0.000256,107.55
2147,1651.63,1321.71,3.760852,70.981207,1296,-45.54,1.03,2.35,113.14,0.0,0.67969,0.000262,109.97
2148,1684.23,1329.82,3.632542,71.497306,1086,-43.64,2.44,6.81,165.98,4.4,0.65263,0.000251,105.59
2149,1712.4,1319.47,3.796324,71.943336,897,-14.71,15.99,48.11,201.13,28.47,0.44431,0.000171,71.89
