id,name,slug,state_id,state_name,province_id,province_name,culture_id,feature_id,cell,x,y,capital,port,population,type,group,walls,citadel,temple
327,Nertistanea,nertistanea,22,Sultanate of Kanchasuyu,5,Markia Margrave,19,1,1383,274.06,404.22,FALSE,FALSE,0.756,Generic,village,TRUE,FALSE,FALSE
328,Confluenta,confluenta,33,Duchy of Temalimco,0,,19,1,4402,539.2,1311.41,FALSE,FALSE,6.366,Generic,town,TRUE,FALSE,FALSE
329,Flocobris,flocobris,31,Duchy of Witfordburia,0,,19,1,4072,366.3,1256.88,FALSE,FALSE,6.524,Generic,town,FALSE,FALSE,FALSE
330,Killaqtakuyuna,killaqtakuyuna,22,Sultanate of Kanchasuyu,23,Apaor County,19,1,1779,282.5,505.7,FALSE,FALSE,0.971,Hunting,village,FALSE,FALSE,FALSE
331,Arviovinium,arviovinium,33,Duchy of Temalimco,0,,25,1,4984,613.33,1467.22,FALSE,FALSE,1.281,Generic,village,FALSE,FALSE,FALSE
332,Brenku,brenku,28,Emirate of Riagan,87,Brenpunia County,20,1,1303,519.92,385.76,FALSE,TRUE,8.803,Naval,town,FALSE,FALSE,FALSE
333,Hadria,hadria,36,Duchy of Eleral,0,,19,1,4199,514.11,1267.89,FALSE,FALSE,1.625,Generic,village,TRUE,FALSE,FALSE
334,Glen,glen,32,Nekosdamkoda,102,Magnakan County,22,1,3316,1159.48,1028.5,FALSE,FALSE,2.245,Generic,town,FALSE,FALSE,FALSE
335,Qhapa,qhapa,22,Sultanate of Kanchasuyu,9,Qochruyu County,19,1,1941,29.7,541.44,FALSE,FALSE,2.239,Generic,town,FALSE,FALSE,FALSE
336,Pognano,pognano,27,Marches of Petrello,66,Sezania Captaincy,23,1,3728,1393.68,1165.96,FALSE,FALSE,1.722,River,village,FALSE,FALSE,FALSE
337,Victra,victra,33,Duchy of Temalimco,0,,25,1,5080,442.43,1497.72,FALSE,FALSE,8.316,Generic,town,TRUE,FALSE,FALSE
338,Murnabis,murnabis,31,Duchy of Witfordburia,0,,25,1,5072,269.15,1479.41,FALSE,FALSE,11.706,Generic,city,TRUE,FALSE,FALSE
339,Dinivium,dinivium,32,Nekosdamkoda,129,Mailinsarkia Clan,17,1,3437,1294.26,1080.26,FALSE,FALSE,8.515,Highland,town,FALSE,FALSE,FALSE
340,Alciciglio,alciciglio,27,Marches of Petrello,72,Spersia Earldom,23,1,3574,1442.39,1115.34,FALSE,FALSE,6.25,Generic,town,FALSE,FALSE,FALSE
341,Sirsolile,sirsolile,22,Sultanate of Kanchasuyu,13,Sirgodulum County,21,1,1491,423.3,424.4,FALSE,FALSE,0.741,Hunting,trading_post,FALSE,FALSE,FALSE
342,Srathcan,srathcan,27,Marches of Petrello,74,Seglia County,22,1,3216,1302.23,997.36,FALSE,FALSE,5.615,Highland,town,FALSE,FALSE,FALSE
343,Lentia,lentia,23,Xilhuan Altepetl,47,Buratesa County,0,1,1333,1071.64,372,FALSE,FALSE,0.615,Generic,fort,FALSE,TRUE,FALSE
344,Vaquinnila,vaquinnila,23,Xilhuan Altepetl,45,Alcocateco County,0,1,2263,1154.62,609.63,FALSE,FALSE,1.368,Hunting,village,FALSE,FALSE,FALSE
345,Ascrembiala,ascrembiala,22,Sultanate of Kanchasuyu,5,Markia Margrave,19,1,1286,272.53,377.34,FALSE,FALSE,2.534,Generic,town,FALSE,FALSE,FALSE
346,Fionkancha,fionkancha,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,20,1,671,274.57,234.43,FALSE,FALSE,3.81,River,town,FALSE,FALSE,FALSE
347,Hadrianum,hadrianum,23,Xilhuan Altepetl,0,,0,1,408,1149.49,142.03,FALSE,FALSE,3.121,River,town,FALSE,FALSE,FALSE
348,Petheondalinn,petheondalinn,32,Nekosdamkoda,104,Conflegul Landgrave,17,1,3321,1263.8,1027.31,FALSE,FALSE,0.877,Highland,village,FALSE,FALSE,FALSE
349,Tiercanlpan,tiercanlpan,22,Sultanate of Kanchasuyu,16,Melia Margrave,20,1,243,294.51,105.88,FALSE,FALSE,3.078,River,town,FALSE,FALSE,FALSE
350,Tuarin,tuarin,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,20,1,438,242.63,169.48,FALSE,FALSE,6.406,River,town,TRUE,FALSE,FALSE
351,Isiovilo,isiovilo,25,Latocail Naharcan,59,Cesontiana County,21,1,3187,650,1006.3,FALSE,FALSE,3.998,Generic,town,FALSE,FALSE,FALSE
352,Adfletorum,adfletorum,27,Marches of Petrello,68,Tonazahualco County,17,1,3502,1318.08,1100.99,FALSE,FALSE,4.121,Highland,town,FALSE,FALSE,FALSE
353,Hierahcosion,hierahcosion,23,Xilhuan Altepetl,48,Hueca County,16,1,2272,1364.58,611.75,FALSE,FALSE,0.89,Generic,village,FALSE,FALSE,FALSE
354,Plania,plania,31,Duchy of Witfordburia,0,,19,1,4387,186.6,1320.4,FALSE,FALSE,1.122,Generic,village,FALSE,FALSE,FALSE
355,Vicricum,vicricum,33,Duchy of Temalimco,0,,25,1,5283,549.27,1522.65,FALSE,FALSE,0.872,Generic,village,FALSE,FALSE,FALSE
356,Xalxexaltlan,xalxexaltlan,23,Xilhuan Altepetl,42,Auiatlan County,16,1,1248,1263.5,368.3,FALSE,FALSE,1.338,Generic,village,FALSE,FALSE,FALSE
357,Egullenteri,egullenteri,23,Xilhuan Altepetl,43,Preme Earldom,0,1,2673,1285.42,758.54,FALSE,FALSE,2.411,Generic,town,FALSE,FALSE,FALSE
358,Vigente,vigente,31,Duchy of Witfordburia,0,,19,1,3958,241.18,1236.37,FALSE,FALSE,7.121,Generic,town,FALSE,FALSE,FALSE
359,Preticanum,preticanum,28,Emirate of Riagan,91,Nialpania County,20,1,857,624.35,270.14,FALSE,FALSE,0.787,River,fort,FALSE,TRUE,FALSE
360,Auyunayuyu,auyunayuyu,22,Sultanate of Kanchasuyu,14,Sumior Landgrave,19,1,1688,356.7,478.2,FALSE,FALSE,2.249,Hunting,town,FALSE,FALSE,FALSE
361,Confletum,confletum,34,Duchy of Petlancia,0,,26,1,4851,1493.87,1418.83,FALSE,FALSE,1.702,Nomadic,village,TRUE,FALSE,FALSE
362,Cocexum,cocexum,36,Duchy of Eleral,0,,19,1,4314,646.91,1289.7,FALSE,FALSE,0.521,River,village,FALSE,FALSE,FALSE
363,Nigripo,nigripo,31,Duchy of Witfordburia,0,,19,1,4645,387.97,1388.18,FALSE,FALSE,6.763,Generic,town,FALSE,FALSE,FALSE
364,Vinnavenna,vinnavenna,23,Xilhuan Altepetl,0,,0,1,1522,1004.55,426.27,FALSE,FALSE,8.729,Generic,town,FALSE,FALSE,FALSE
365,Leriaricento,leriaricento,34,Duchy of Petlancia,0,,23,1,4242,1395.98,1276.1,FALSE,FALSE,1.073,River,village,FALSE,FALSE,FALSE
366,Lagentove,lagentove,33,Duchy of Temalimco,0,,25,1,4887,518.56,1441.38,FALSE,FALSE,10.073,Generic,city,FALSE,FALSE,FALSE
367,Qochruyu,qochruyu,22,Sultanate of Kanchasuyu,9,Qochruyu County,19,1,2163,132.23,590.07,FALSE,FALSE,6.555,Highland,town,TRUE,FALSE,FALSE
368,Linsium,linsium,31,Duchy of Witfordburia,99,Castra County,21,1,3677,122.2,1175.2,FALSE,FALSE,0.926,Hunting,village,FALSE,FALSE,FALSE
369,Vartelek,vartelek,24,City-state of Saheranahvaria,53,Kutvaladosva Governorate,18,1,2439,850.81,683.2,FALSE,FALSE,1.204,Generic,village,FALSE,FALSE,FALSE
370,Sasu,sasu,22,Sultanate of Kanchasuyu,3,Maria Barony,19,1,2745,25.79,811.31,FALSE,FALSE,2.61,River,town,FALSE,FALSE,FALSE
371,Lamium,lamium,31,Duchy of Witfordburia,0,,19,1,4710,170.82,1406.1,FALSE,FALSE,12.785,Generic,city,TRUE,FALSE,FALSE
372,Thetorum,thetorum,23,Xilhuan Altepetl,43,Preme Earldom,0,1,2607,1238.1,729.53,FALSE,FALSE,4.154,River,town,FALSE,FALSE,FALSE
373,Thevaria,thevaria,33,Duchy of Temalimco,0,,25,1,5174,355.49,1505.65,FALSE,FALSE,5.089,Generic,town,FALSE,FALSE,FALSE
374,Conflelona,conflelona,33,Duchy of Temalimco,0,,19,1,4575,483.25,1351.16,FALSE,FALSE,7.283,Generic,town,FALSE,FALSE,FALSE
375,Marduroma,marduroma,34,Duchy of Petlancia,0,,26,1,5228,1523.06,1509.79,FALSE,FALSE,1.047,Generic,village,FALSE,TRUE,FALSE
376,Srathcan,srathcan,25,Latocail Naharcan,60,Breharcan County,22,1,3559,1117.82,1122.26,FALSE,FALSE,0.677,River,village,FALSE,FALSE,FALSE
377,Cesonnoma,cesonnoma,31,Duchy of Witfordburia,0,,19,1,3857,249.57,1205.33,FALSE,FALSE,3.672,Generic,town,FALSE,FALSE,FALSE
378,Geronia,geronia,23,Xilhuan Altepetl,42,Auiatlan County,0,1,885,1224.2,265.16,FALSE,FALSE,0.593,River,village,FALSE,FALSE,FALSE
379,Presaterna,presaterna,23,Xilhuan Altepetl,46,Confleba County,0,1,2264,1179.36,610.56,FALSE,FALSE,4.24,Generic,town,FALSE,FALSE,FALSE
380,Vimita,vimita,23,Xilhuan Altepetl,43,Preme Earldom,0,1,2728,1313.95,765.87,FALSE,FALSE,4.463,Generic,town,FALSE,FALSE,FALSE
381,Plariro,plariro,29,Beylik of Lugrancanta,93,Florum County,21,1,1116,621.19,329.12,FALSE,FALSE,1.934,Hunting,village,FALSE,FALSE,FALSE
382,Prodakium,prodakium,27,Marches of Petrello,65,Colanolonia Earldom,17,1,3579,1550.12,1113.3,FALSE,FALSE,0.881,Highland,village,FALSE,FALSE,FALSE
383,Bomula,bomula,31,Duchy of Witfordburia,0,,19,1,4476,171.69,1324.44,FALSE,TRUE,20.103,Naval,city,FALSE,TRUE,TRUE
384,Labrolavio,labrolavio,34,Duchy of Petlancia,0,,23,1,4445,1459.09,1321.7,FALSE,FALSE,2.45,Generic,town,FALSE,FALSE,FALSE
385,Burculocob,burculocob,23,Xilhuan Altepetl,0,,0,1,1719,1004.69,466.46,FALSE,FALSE,10.154,Highland,city,FALSE,FALSE,FALSE
386,Iuturum,iuturum,33,Duchy of Temalimco,0,,25,1,4975,433.5,1466.94,FALSE,FALSE,8.207,Generic,town,TRUE,FALSE,FALSE
387,Nigrum,nigrum,34,Duchy of Petlancia,0,,26,1,5231,1597.35,1501.32,FALSE,FALSE,6.356,Generic,town,FALSE,FALSE,FALSE
388,Agripovio,agripovio,33,Duchy of Temalimco,0,,25,1,4800,432.63,1432.44,FALSE,FALSE,4.693,Generic,town,FALSE,FALSE,FALSE
389,Hernum,hernum,31,Duchy of Witfordburia,0,,19,1,4483,311.33,1329.15,FALSE,FALSE,7.498,Generic,town,FALSE,FALSE,FALSE
390,Aurpan,aurpan,23,Xilhuan Altepetl,51,Aurpan County,16,1,2275,1414.39,623.86,FALSE,FALSE,5.572,Generic,town,FALSE,FALSE,FALSE
391,Xakantlan,xakantlan,23,Xilhuan Altepetl,48,Hueca County,16,1,1432,1242.42,399.76,FALSE,FALSE,0.659,River,village,FALSE,FALSE,FALSE
392,Camutunum,camutunum,23,Xilhuan Altepetl,50,Tlamaco Earldom,0,1,2336,1350.08,650.18,FALSE,FALSE,1.117,Generic,village,FALSE,FALSE,FALSE
393,Savaltlan,savaltlan,23,Xilhuan Altepetl,41,Wesvariontia County,16,1,1630,1341.42,452.7,FALSE,FALSE,2.54,Hunting,town,FALSE,FALSE,FALSE
394,Pachamarkasuna,pachamarkasuna,22,Sultanate of Kanchasuyu,23,Apaor County,19,1,1676,250.06,463.52,FALSE,FALSE,5.198,Hunting,town,FALSE,FALSE,FALSE
395,Castra,castra,31,Duchy of Witfordburia,99,Castra County,21,1,3676,142.38,1174.54,FALSE,TRUE,12.278,Naval,city,FALSE,TRUE,FALSE
396,Povium,povium,31,Duchy of Witfordburia,0,,19,1,4572,423.28,1351.21,FALSE,FALSE,6.777,Generic,town,FALSE,FALSE,FALSE
397,Camatra,camatra,27,Marches of Petrello,66,Sezania Captaincy,23,1,3727,1375.35,1157.31,FALSE,FALSE,4.291,Generic,town,FALSE,FALSE,FALSE
398,Solxelaqure,solxelaqure,23,Xilhuan Altepetl,41,Wesvariontia County,16,1,1436,1339.77,393.07,FALSE,FALSE,1.012,Generic,village,FALSE,FALSE,FALSE
399,Emetovia,emetovia,23,Xilhuan Altepetl,49,Texcoaxaxaco County,0,1,2859,1309.95,827.87,FALSE,FALSE,7.211,Generic,town,FALSE,FALSE,FALSE
400,Bodurivium,bodurivium,31,Duchy of Witfordburia,0,,19,1,4070,316.1,1258.71,FALSE,FALSE,5.81,Generic,town,FALSE,FALSE,FALSE
401,Urka,urka,22,Sultanate of Kanchasuyu,24,Kancha County,19,1,1858,147.39,518.77,FALSE,FALSE,0.743,Generic,village,TRUE,FALSE,FALSE
402,Avion,avion,23,Xilhuan Altepetl,47,Buratesa County,16,1,1429,1190.44,400.13,FALSE,FALSE,0.473,Generic,village,FALSE,FALSE,FALSE
403,Bren,bren,28,Emirate of Riagan,85,Melaqta County,20,1,847,491.88,269.64,FALSE,FALSE,1.135,Generic,village,FALSE,FALSE,FALSE
404,Pullum,pullum,22,Sultanate of Kanchasuyu,11,Qocha County,19,1,1288,317.45,374.99,FALSE,FALSE,2.366,Generic,town,FALSE,FALSE,FALSE
405,Lincantogon,lincantogon,31,Duchy of Witfordburia,0,,19,1,4297,279.97,1294.45,FALSE,FALSE,12.099,River,city,FALSE,FALSE,FALSE
406,Hierainkukancha,hierainkukancha,22,Sultanate of Kanchasuyu,17,Asisumarru County,19,1,1955,272.3,546.36,FALSE,TRUE,1.981,Naval,village,FALSE,FALSE,FALSE
407,Lurorum,lurorum,33,Duchy of Temalimco,0,,25,1,4985,632.13,1469.84,FALSE,FALSE,1.92,Generic,village,FALSE,FALSE,FALSE
408,Accanori,accanori,34,Duchy of Petlancia,0,,23,1,4353,1492.99,1294.28,FALSE,FALSE,0.905,Generic,village,FALSE,FALSE,FALSE
409,Forso,forso,27,Marches of Petrello,66,Sezania Captaincy,23,1,3915,1398.01,1204.15,FALSE,FALSE,1.094,Generic,village,FALSE,FALSE,FALSE
410,Linonona,linonona,36,Duchy of Eleral,0,,19,1,4310,556.28,1295.78,FALSE,FALSE,5.102,Generic,town,FALSE,FALSE,FALSE
411,Tierka,tierka,29,Beylik of Lugrancanta,94,Orpanmalan County,20,1,1111,562.59,339.53,FALSE,FALSE,1.638,Generic,village,TRUE,FALSE,FALSE
412,Kievan,kievan,28,Emirate of Riagan,87,Brenpunia County,20,1,1302,504.5,380.5,FALSE,FALSE,0.615,Generic,village,FALSE,FALSE,FALSE
413,Saban,saban,27,Marches of Petrello,79,Casadupia Earldom,22,1,3123,1437.09,944.88,FALSE,TRUE,4.64,Naval,town,FALSE,FALSE,FALSE
414,Apurovio,apurovio,30,Herviorum City-state,96,Theixus District,21,1,3407,638.96,1070.02,FALSE,FALSE,1.382,Hunting,village,FALSE,FALSE,FALSE
415,Codunium,codunium,23,Xilhuan Altepetl,45,Alcocateco County,0,1,2124,1094.45,571.99,FALSE,FALSE,2.654,Hunting,town,FALSE,FALSE,FALSE
416,Abanpan,abanpan,25,Latocail Naharcan,60,Breharcan County,22,1,3312,1074.39,1031.28,FALSE,FALSE,0.658,River,village,FALSE,FALSE,FALSE
417,Merannavum,merannavum,34,Duchy of Petlancia,0,,26,1,5408,1176.9,1547.74,FALSE,FALSE,1.167,Nomadic,village,FALSE,FALSE,FALSE
418,Aninora,aninora,33,Duchy of Temalimco,0,,25,1,5272,320.23,1537.31,FALSE,FALSE,5.97,Generic,town,FALSE,FALSE,FALSE
419,Levelinium,levelinium,28,Emirate of Riagan,89,Levelinium County,20,1,536,709.42,176.64,FALSE,FALSE,5.724,River,town,FALSE,FALSE,FALSE
420,Mapan,mapan,23,Xilhuan Altepetl,51,Aurpan County,16,1,2341,1471.02,634.85,FALSE,TRUE,2.866,Naval,town,FALSE,FALSE,FALSE
421,Burgoniano,burgoniano,36,Duchy of Eleral,0,,19,1,4076,432.4,1248,FALSE,FALSE,3.208,Generic,town,FALSE,FALSE,FALSE
422,Marmarka,marmarka,22,Sultanate of Kanchasuyu,21,Marsu County,19,1,1774,215.8,493.6,FALSE,FALSE,3.393,Lake,town,FALSE,FALSE,FALSE
423,Burnum,burnum,22,Sultanate of Kanchasuyu,20,Binovium County,21,1,1502,529.16,428.25,FALSE,FALSE,1.304,Generic,village,FALSE,FALSE,FALSE
424,Acciana,acciana,27,Marches of Petrello,66,Sezania Captaincy,23,1,3642,1382.02,1147.02,FALSE,FALSE,4.18,River,town,FALSE,FALSE,FALSE
425,Getixuscia,getixuscia,31,Duchy of Witfordburia,0,,25,1,5167,200.95,1501.14,FALSE,FALSE,7.162,Generic,town,FALSE,FALSE,FALSE
426,Beranmarcanl,beranmarcanl,28,Emirate of Riagan,85,Melaqta County,20,1,848,502.62,276.76,FALSE,FALSE,2.333,Generic,town,FALSE,FALSE,FALSE
427,Seabantlan,seabantlan,25,Latocail Naharcan,57,Bretarpan County,22,1,2720,1132.76,779.59,FALSE,FALSE,1.112,Highland,village,FALSE,FALSE,FALSE
428,Melaqtayu,melaqtayu,28,Emirate of Riagan,87,Brenpunia County,20,1,931,491.7,295.24,FALSE,FALSE,2.867,Generic,town,TRUE,FALSE,FALSE
429,Vilbagen,vilbagen,22,Sultanate of Kanchasuyu,8,Tuarkalanco County,19,1,668,224.37,227.5,FALSE,FALSE,3.258,Lake,town,FALSE,FALSE,FALSE
430,Glen,glen,23,Xilhuan Altepetl,44,Drupiba County,22,1,1980,1063.63,522.77,FALSE,FALSE,1.679,Generic,village,FALSE,FALSE,FALSE
431,Lonania,lonania,28,Emirate of Riagan,83,Bevanconania County,20,1,779,752.78,253.27,FALSE,FALSE,0.502,Generic,fort,FALSE,TRUE,FALSE
432,Lorsu,lorsu,28,Emirate of Riagan,90,Nialaqtia County,20,1,606,551.56,197.02,FALSE,FALSE,0.576,Generic,village,FALSE,FALSE,FALSE
433,Caidispan,caidispan,25,Latocail Naharcan,60,Breharcan County,22,1,3313,1103.29,1033.58,FALSE,FALSE,1.605,River,village,FALSE,FALSE,FALSE
434,Pecan,pecan,29,Beylik of Lugrancanta,0,,22,1,2254,973.03,614.61,FALSE,FALSE,14.733,River,city,FALSE,FALSE,FALSE
435,Aconialonia,aconialonia,31,Duchy of Witfordburia,0,,19,1,4398,436.16,1314.69,FALSE,FALSE,1.237,Generic,village,FALSE,FALSE,FALSE
436,Comuloria,comuloria,31,Duchy of Witfordburia,0,,25,1,5164,147.29,1519.91,FALSE,FALSE,2.481,Generic,town,FALSE,FALSE,FALSE
437,Arascanver,arascanver,29,Beylik of Lugrancanta,30,Glen County,22,1,2448,1061.25,685.3,FALSE,FALSE,1.224,Highland,village,FALSE,FALSE,FALSE
438,Burtius,burtius,33,Duchy of Temalimco,0,,25,1,4802,471.65,1425.22,FALSE,FALSE,1.036,Generic,village,FALSE,FALSE,FALSE
439,Laurine,laurine,33,Duchy of Temalimco,0,,26,1,5399,995.81,1562.36,FALSE,FALSE,0.89,Generic,fort,FALSE,TRUE,FALSE
440,Pachan,pachan,22,Sultanate of Kanchasuyu,6,Borcunumia County,19,1,1486,348.2,417.6,FALSE,FALSE,4.012,Lake,town,FALSE,FALSE,FALSE
441,Canium,canium,23,Xilhuan Altepetl,46,Confleba County,0,1,2388,1176.82,665.93,FALSE,FALSE,2.477,Generic,town,FALSE,FALSE,FALSE
442,Adflesoscto,adflesoscto,23,Xilhuan Altepetl,46,Confleba County,0,1,2266,1230.46,629.29,FALSE,FALSE,0.746,River,village,FALSE,FALSE,FALSE
443,Asodususa,asodususa,23,Xilhuan Altepetl,33,Huatlacanco Earldom,0,1,2338,1405.42,637.59,FALSE,FALSE,6.967,Generic,town,FALSE,FALSE,FALSE
444,Pachakunayuqta,pachakunayuqta,22,Sultanate of Kanchasuyu,3,Maria Barony,19,1,2691,48.76,773.18,FALSE,FALSE,0.626,River,village,FALSE,FALSE,FALSE
445,Kutfold,kutfold,24,City-state of Saheranahvaria,53,Kutvaladosva Governorate,18,1,2705,821.88,766.54,FALSE,TRUE,3.23,Naval,town,FALSE,FALSE,FALSE
446,Geliapuro,geliapuro,23,Xilhuan Altepetl,46,Confleba County,0,1,2265,1202.81,623.27,FALSE,FALSE,3.712,River,town,FALSE,FALSE,FALSE
447,Orinis,orinis,0,Neutrals,0,,0,1,4865,30.36,1453.16,FALSE,FALSE,9.564,River,town,FALSE,FALSE,FALSE
448,Marsu,marsu,22,Sultanate of Kanchasuyu,21,Marsu County,19,1,1861,208.63,502.68,FALSE,FALSE,6.796,Lake,town,TRUE,TRUE,FALSE
449,Vieloloma,vieloloma,33,Duchy of Temalimco,0,,25,1,5081,465.78,1485.33,FALSE,FALSE,5.084,Generic,town,TRUE,FALSE,FALSE
450,Leadaspanco,leadaspanco,27,Marches of Petrello,75,Leadaspanco Earldom,22,1,3268,1311.1,1002.23,FALSE,FALSE,8.783,Generic,town,FALSE,FALSE,FALSE
451,Madarco,madarco,23,Xilhuan Altepetl,37,Maia County,22,1,2189,1079.8,606.31,FALSE,FALSE,6.078,River,town,TRUE,FALSE,FALSE
452,Donanku,donanku,28,Emirate of Riagan,80,Dodanma County,20,1,379,534.78,131.85,FALSE,FALSE,0.578,Generic,fort,FALSE,TRUE,FALSE
453,Legoripon,legoripon,31,Duchy of Witfordburia,0,,25,1,5070,228.54,1488.04,FALSE,FALSE,3.586,Generic,town,FALSE,FALSE,FALSE
454,Victocentum,victocentum,36,Duchy of Eleral,0,,19,1,4309,537.17,1297.28,FALSE,FALSE,15.202,River,city,TRUE,TRUE,FALSE
455,Drunum,drunum,31,Duchy of Witfordburia,0,,19,1,4186,268.61,1264.19,FALSE,FALSE,12.19,River,city,TRUE,FALSE,FALSE
456,Montino,montino,34,Duchy of Petlancia,0,,23,1,4442,1407.26,1322.62,FALSE,FALSE,10.357,Generic,city,FALSE,FALSE,FALSE
457,Nomula,nomula,23,Xilhuan Altepetl,47,Buratesa County,0,1,1617,1052.35,446.8,FALSE,FALSE,2.228,Generic,town,FALSE,FALSE,FALSE
458,Valcino,valcino,27,Marches of Petrello,76,Vallanolaqui Earldom,23,1,3922,1520.7,1213.4,FALSE,FALSE,1.086,Generic,village,FALSE,FALSE,FALSE
459,Binovium,binovium,22,Sultanate of Kanchasuyu,20,Binovium County,21,1,1697,471.16,465.56,FALSE,FALSE,4.824,Generic,town,FALSE,FALSE,FALSE
460,Lalentignico,lalentignico,34,Duchy of Petlancia,0,,23,1,4536,1460.91,1330.44,FALSE,FALSE,0.924,Generic,village,FALSE,FALSE,FALSE
461,Nertus,nertus,34,Duchy of Petlancia,0,,0,1,5420,1450.99,1547.06,FALSE,FALSE,1.041,Generic,village,FALSE,FALSE,FALSE
462,Poviomugu,poviomugu,33,Duchy of Temalimco,0,,0,1,5388,758.39,1551.06,FALSE,FALSE,5.54,Generic,town,FALSE,FALSE,FALSE
463,Aorco,aorco,23,Xilhuan Altepetl,42,Auiatlan County,16,1,1152,1314.02,343.51,FALSE,FALSE,4.301,Generic,town,FALSE,FALSE,FALSE
464,Tauroria,tauroria,23,Xilhuan Altepetl,44,Drupiba County,0,1,1905,1164.15,508.4,FALSE,FALSE,1.313,Generic,village,FALSE,FALSE,FALSE
465,Bitovium,bitovium,23,Xilhuan Altepetl,46,Confleba County,0,1,2387,1162.62,664.92,FALSE,FALSE,2.484,Generic,town,FALSE,FALSE,FALSE
466,Cargagoscara,cargagoscara,27,Marches of Petrello,67,Armiabicia Captaincy,23,1,3571,1376.59,1120.11,FALSE,FALSE,5.355,River,town,FALSE,FALSE,FALSE
467,Verunnimiro,verunnimiro,23,Xilhuan Altepetl,44,Drupiba County,0,1,1906,1180.78,514.6,FALSE,FALSE,2.473,Generic,town,FALSE,FALSE,FALSE
468,Bretarcan,bretarcan,25,Latocail Naharcan,60,Breharcan County,22,1,3311,1048.99,1023.41,FALSE,FALSE,0.457,River,village,FALSE,FALSE,FALSE
469,Fionma,fionma,22,Sultanate of Kanchasuyu,16,Melia Margrave,20,1,120,265.96,64.07,FALSE,FALSE,1.487,Nomadic,village,FALSE,FALSE,FALSE
470,Kancha,kancha,22,Sultanate of Kanchasuyu,24,Kancha County,19,1,2019,123.78,556.95,FALSE,FALSE,6.375,Generic,town,FALSE,FALSE,FALSE
471,Gecakion,gecakion,23,Xilhuan Altepetl,42,Auiatlan County,16,1,888,1285.71,279.85,FALSE,FALSE,5.285,Generic,town,FALSE,FALSE,FALSE
472,Bonaniavi,bonaniavi,23,Xilhuan Altepetl,0,,0,1,1811,1012.83,484.88,FALSE,FALSE,10.291,Generic,city,FALSE,FALSE,FALSE
473,Dupicanea,dupicanea,31,Duchy of Witfordburia,0,,19,1,4489,454.2,1341.46,FALSE,FALSE,4.605,Generic,town,FALSE,FALSE,FALSE
474,Adfluendebu,adfluendebu,31,Duchy of Witfordburia,0,,25,1,4969,301.75,1474.65,FALSE,FALSE,7.948,Generic,town,FALSE,FALSE,FALSE
475,Nonium,nonium,32,Nekosdamkoda,0,,26,1,5100,871.41,1480.57,FALSE,FALSE,5.831,Generic,town,FALSE,FALSE,FALSE
476,Donankancha,donankancha,28,Emirate of Riagan,86,Rorinmia County,20,1,28,621.27,6.83,FALSE,FALSE,1.703,Generic,village,FALSE,FALSE,FALSE
477,Cacisiorum,cacisiorum,23,Xilhuan Altepetl,28,Nototitlanco County,0,1,2334,1323.41,649.1,FALSE,FALSE,3.087,River,town,FALSE,FALSE,FALSE
478,Ruliobrigu,ruliobrigu,0,Neutrals,0,,0,1,4171,38.05,1270.28,FALSE,FALSE,0.282,Nomadic,village,TRUE,FALSE,FALSE
479,Sasiwa,sasiwa,22,Sultanate of Kanchasuyu,22,Ruyuyuionia County,19,1,1086,102.02,336.89,FALSE,TRUE,6.957,Naval,town,FALSE,FALSE,FALSE
480,Sezaro,sezaro,34,Duchy of Petlancia,0,,23,1,4451,1549.1,1318.3,FALSE,FALSE,9.763,Hunting,town,FALSE,FALSE,FALSE
481,Baoirtlan,baoirtlan,32,Nekosdamkoda,105,Baoirtlan County,22,1,3012,1154.23,910.93,FALSE,FALSE,5.843,Highland,town,FALSE,FALSE,FALSE
482,Armia,armia,27,Marches of Petrello,70,Spervalom Earldom,23,1,3072,1310.12,924.96,FALSE,FALSE,1.21,Generic,village,FALSE,FALSE,FALSE
483,Mastelpia,mastelpia,23,Xilhuan Altepetl,50,Tlamaco Earldom,0,1,2463,1376,688.43,FALSE,FALSE,7.972,Generic,town,FALSE,FALSE,FALSE
484,Gerica,gerica,31,Duchy of Witfordburia,0,,19,1,4381,116.7,1322.9,FALSE,FALSE,7.564,River,town,FALSE,FALSE,FALSE
485,Nazagnano,nazagnano,27,Marches of Petrello,65,Colanolonia Earldom,23,1,3511,1515.7,1090.92,FALSE,FALSE,4.532,Highland,town,FALSE,FALSE,FALSE
486,Sirtius,sirtius,31,Duchy of Witfordburia,0,,19,1,4718,334.43,1393.86,FALSE,FALSE,3.353,Generic,town,FALSE,TRUE,FALSE
487,Cetianium,cetianium,33,Duchy of Temalimco,0,,25,1,5293,766.16,1532.36,FALSE,FALSE,5.59,Generic,town,TRUE,FALSE,FALSE
488,Qochapaorka,qochapaorka,22,Sultanate of Kanchasuyu,9,Qochruyu County,19,1,2225,107.39,622.39,FALSE,FALSE,6.472,Highland,town,FALSE,FALSE,FALSE
489,Araispanco,araispanco,27,Marches of Petrello,73,Chiapan Earldom,22,1,3267,1297.16,1011.12,FALSE,FALSE,0.957,Highland,fort,FALSE,TRUE,FALSE
