id,group,feature_id,point_count,points
464,trails,1,7,"265.96,64.07 | 281.13,62.32 | 291.34,51.16 | 297.44,40.55 | 309.01,33.98 | 339.17,39.25 | 357.95,8.48"
465,trails,1,5,"242.63,169.48 | 219.38,153.67 | 208.12,144.88 | 198.85,127.52 | 190.48,102.50"
466,trails,1,6,"203.15,32.40 | 190.74,37.52 | 176.93,49.04 | 173.11,59.62 | 175.42,74.55 | 190.48,102.50"
467,trails,1,11,"179.26,112.43 | 168.07,110.37 | 147.12,83.86 | 137.42,90.38 | 124.40,99.56 | 118.19,111.01 | 95.92,122.00 | 106.89,140.22 | 124.74,150.92 | 127.04,154.85 | 142.58,163.69"
468,trails,1,7,"203.15,32.40 | 219.91,24.07 | 238.54,20.30 | 250.41,16.24 | 261.44,18.65 | 265.18,32.12 | 265.96,64.07"
469,trails,1,2,"1600.28,1208.79 | 1584.31,1227.29"
470,trails,1,4,"176.93,49.04 | 162.27,31.64 | 153.29,22.66 | 150.84,9.25"
471,trails,1,4,"98.18,47.98 | 101.17,67.40 | 119.94,79.94 | 147.12,83.86"
472,trails,1,2,"1485.76,1547.34 | 1468.22,1548.66"
473,trails,1,4,"106.18,31.87 | 114.19,24.63 | 129.94,13.12 | 150.84,9.25"
474,trails,1,3,"114.19,24.63 | 102.20,15.08 | 84.35,8.86"
475,trails,1,2,"98.18,47.98 | 106.18,31.87"
476,searoutes,2,58,"1554.98,1062.42 | 1563.36,1059.65 | 1556.10,1041.70 | 1570.63,1038.36 | 1580.60,1050.10 | 1590.59,1061.84 | 1599.10,1069.20 | 1610.42,1070.79 | 1623.80,1070.90 | 1637.19,1070.95 | 1645.80,1079.30 | 1654.46,1087.61 | 1663.00,1103.50 | 1671.60,1119.30 | 1682.60,1120.00 | 1693.65,1120.72 | 1698.40,1128.46 | 1702.20,1139.50 | 1706.04,1150.58 | 1706.69,1158.20 | 1720.50,1165.00 | 1734.29,1171.79 | 1746.51,1170.12 | 1767.74,1170.46 | 1775.99,1186.76 | 1789.62,1199.60 | 1790.40,1218.10 | 1804.90,1230.60 | 1818.62,1224.52 | 1835.50,1236.60 | 1826.44,1251.46 | 1819.50,1261.60 | 1812.56,1271.78 | 1799.40,1268.70 | 1786.18,1265.65 | 1766.42,1265.51 | 1753.50,1266.10 | 1740.57,1266.74 | 1725.94,1264.83 | 1712.40,1269.90 | 1698.91,1274.93 | 1688.60,1269.20 | 1678.32,1263.52 | 1664.70,1262.04 | 1654.40,1269.70 | 1644.15,1277.37 | 1627.03,1275.69 | 1611.40,1272.80 | 1599.00,1255.40 | 1586.70,1242.20 | 1571.18,1243.52 | 1561.87,1240.51 | 1549.60,1247.50 | 1528.20,1240.30 | 1518.99,1225.96 | 1506.40,1219.20 | 1493.71,1212.50 | 1495.16,1197.21"
477,searoutes,2,7,"1495.20,1043.69 | 1501.81,1039.72 | 1512.80,1031.60 | 1523.72,1023.52 | 1536.30,1023.70 | 1548.87,1023.79 | 1556.10,1041.70"
478,searoutes,2,2,"1658.45,1250.10 | 1664.70,1262.04"
479,searoutes,2,2,"1671.60,1119.30 | 1652.76,1122.50"
480,searoutes,2,4,"1493.71,1212.50 | 1486.81,1219.27 | 1482.90,1231.50 | 1470.43,1224.82"
481,searoutes,2,10,"1512.80,1031.60 | 1503.60,1003.30 | 1488.59,1002.24 | 1489.19,981.15 | 1478.86,969.35 | 1465.75,972.72 | 1462.20,958.60 | 1458.66,944.46 | 1444.46,936.39 | 1437.09,944.88"
482,searoutes,2,4,"1561.88,1289.49 | 1559.80,1277.50 | 1554.80,1264.80 | 1549.60,1247.50"
483,searoutes,2,13,"1559.80,1277.50 | 1572.21,1274.97 | 1584.00,1272.40 | 1600.80,1281.10 | 1603.60,1281.30 | 1605.88,1292.19 | 1594.58,1306.02 | 1594.90,1320.20 | 1578.11,1340.36 | 1561.80,1352.10 | 1545.50,1363.90 | 1533.96,1364.73 | 1534.07,1346.82"
484,searoutes,2,2,"1611.40,1272.80 | 1603.60,1281.30"
485,searoutes,2,13,"1471.02,634.85 | 1483.02,631.46 | 1489.10,647.10 | 1495.25,662.82 | 1487.50,681.41 | 1475.67,685.34 | 1463.26,701.08 | 1452.20,699.00 | 1441.11,696.85 | 1428.90,711.40 | 1416.60,725.93 | 1405.26,727.98 | 1395.05,712.29"
486,searoutes,2,2,"1405.26,727.98 | 1386.66,733.91"
487,searoutes,2,9,"1405.26,727.98 | 1403.70,740.30 | 1402.17,752.70 | 1405.39,762.21 | 1395.20,770.40 | 1385.10,778.63 | 1386.40,790.00 | 1387.66,801.34 | 1380.11,806.11"
488,searoutes,2,9,"1407.18,883.62 | 1415.52,882.23 | 1420.60,871.20 | 1425.73,860.10 | 1415.30,849.00 | 1404.84,837.94 | 1399.80,823.20 | 1394.82,808.49 | 1387.66,801.34"
489,searoutes,2,11,"1529.33,1350.98 | 1533.96,1364.73 | 1531.67,1371.08 | 1529.40,1385.30 | 1527.22,1399.60 | 1528.00,1414.50 | 1528.81,1429.44 | 1524.30,1439.50 | 1519.75,1449.52 | 1502.60,1445.20 | 1498.24,1457.65"
490,searoutes,2,4,"1553.98,1465.84 | 1553.81,1453.22 | 1534.87,1453.01 | 1519.75,1449.52"
491,searoutes,2,7,"1409.25,889.37 | 1415.52,882.23 | 1433.20,883.70 | 1443.40,896.70 | 1435.92,908.20 | 1438.35,919.42 | 1444.46,936.39"
492,searoutes,2,2,"1564.64,1064.22 | 1563.36,1059.65"
493,searoutes,11,6,"403.36,1241.16 | 407.67,1228.54 | 390.80,1208.80 | 371.84,1208.92 | 353.70,1214.07 | 343.54,1210.17"
494,searoutes,11,8,"371.84,1208.92 | 366.90,1196.40 | 362.04,1183.85 | 342.70,1174.40 | 328.09,1177.39 | 317.00,1184.50 | 305.99,1191.59 | 305.74,1204.64"
495,searoutes,11,4,"305.99,1191.59 | 285.60,1179.10 | 274.71,1181.52 | 271.93,1198.34"
496,searoutes,11,7,"457.61,1255.20 | 467.48,1252.07 | 455.50,1229.20 | 438.15,1222.66 | 427.90,1226.10 | 417.55,1229.63 | 407.67,1228.54"
497,searoutes,11,14,"607.18,1231.66 | 604.21,1230.41 | 591.30,1229.80 | 578.37,1229.12 | 572.56,1240.57 | 561.80,1246.20 | 550.98,1251.74 | 538.40,1248.50 | 525.76,1245.23 | 514.84,1240.97 | 503.00,1248.30 | 491.15,1255.60 | 479.30,1253.80 | 467.48,1252.07"
498,searoutes,11,15,"198.01,1295.68 | 188.47,1299.73 | 189.40,1282.90 | 190.34,1266.00 | 186.40,1255.00 | 182.53,1243.95 | 185.32,1227.91 | 190.53,1213.54 | 201.30,1209.00 | 212.15,1204.37 | 220.20,1196.40 | 228.15,1188.36 | 247.86,1186.10 | 261.30,1183.80 | 274.71,1181.52"
499,searoutes,11,6,"142.38,1174.54 | 155.52,1175.55 | 160.50,1195.00 | 165.46,1214.42 | 178.00,1214.00 | 190.53,1213.54"
500,searoutes,11,5,"192.76,1304.20 | 188.47,1299.73 | 177.80,1304.70 | 175.23,1316.78 | 171.69,1324.44"
501,searoutes,11,8,"128.87,1253.52 | 136.06,1263.51 | 135.70,1277.90 | 135.35,1292.35 | 148.70,1290.40 | 155.60,1298.10 | 164.60,1299.00 | 177.80,1304.70"
502,searoutes,11,5,"136.06,1263.51 | 152.10,1256.80 | 164.30,1235.50 | 160.51,1220.98 | 165.46,1214.42"
503,searoutes,11,2,"136.06,1263.51 | 124.43,1256.91"
504,searoutes,11,8,"175.23,1316.78 | 167.15,1309.61 | 149.25,1307.70 | 142.40,1320.80 | 135.45,1333.96 | 139.40,1348.50 | 143.34,1362.95 | 136.72,1368.30"
505,searoutes,11,15,"629.34,1052.92 | 625.59,1044.25 | 609.30,1052.90 | 598.50,1072.80 | 603.94,1083.96 | 607.34,1094.03 | 618.68,1111.10 | 619.30,1123.20 | 619.86,1135.27 | 624.85,1155.77 | 619.30,1171.70 | 613.72,1187.53 | 602.33,1203.03 | 603.30,1216.70 | 604.21,1230.41"
506,searoutes,11,120,"80.81,735.27 | 88.30,737.37 | 95.44,743.00 | 106.80,732.80 | 118.24,722.62 | 131.91,711.23 | 148.00,704.30 | 164.14,697.29 | 161.67,681.77 | 178.10,672.60 | 176.22,654.48 | 190.10,650.00 | 204.07,645.42 | 220.56,632.43 | 235.00,637.50 | 249.49,642.57 | 263.50,633.80 | 270.50,614.30 | 263.48,603.74 | 256.00,596.10 | 265.11,585.42 | 272.20,573.10 | 279.34,560.69 | 291.00,552.70 | 302.70,544.67 | 316.15,535.67 | 324.60,525.60 | 340.07,529.08 | 353.30,527.80 | 366.61,526.60 | 379.53,523.93 | 382.70,513.10 | 390.30,513.00 | 401.02,502.10 | 416.50,509.10 | 431.96,516.11 | 442.70,518.20 | 453.51,520.23 | 462.80,498.60 | 474.50,484.50 | 486.65,466.48 | 499.90,465.50 | 513.05,464.46 | 526.80,461.10 | 529.56,445.34 | 539.70,435.40 | 549.93,425.50 | 559.30,414.80 | 568.60,404.18 | 577.10,388.10 | 585.59,372.07 | 590.58,359.21 | 610.90,349.60 | 635.90,346.50 | 649.30,347.90 | 658.30,348.30 | 681.30,358.30 | 690.77,348.89 | 704.22,348.83 | 716.10,349.90 | 727.90,350.90 | 740.35,351.81 | 736.40,366.40 | 744.40,384.80 | 756.51,388.60 | 772.01,393.56 | 772.10,407.60 | 792.91,419.87 | 791.10,436.10 | 802.00,452.20 | 811.90,463.00 | 809.09,474.10 | 812.80,486.00 | 816.51,497.94 | 821.65,515.28 | 829.50,526.70 | 830.30,543.40 | 831.01,560.03 | 831.54,576.30 | 827.20,589.40 | 822.79,602.42 | 814.33,613.28 | 803.20,618.30 | 794.70,635.50 | 797.25,647.75 | 794.13,669.16 | 787.05,674.99 | 774.60,684.30 | 762.10,693.58 | 758.92,703.64 | 761.00,715.50 | 774.50,723.40 | 787.30,738.50 | 788.75,757.65 | 797.94,775.47 | 802.60,787.40 | 807.33,799.39 | 811.25,810.86 | 810.65,830.35 | 803.40,843.00 | 796.09,855.67 | 780.90,861.40 | 768.70,878.40 | 759.18,885.51 | 746.40,890.90 | 733.63,896.29 | 715.87,898.22 | 707.90,910.60 | 699.85,923.06 | 682.50,929.44 | 675.06,939.32 | 673.80,950.70 | 672.54,962.01 | 659.20,970.70 | 645.86,979.29 | 628.28,987.06 | 615.64,1004.05 | 614.70,1020.10 | 613.66,1036.18 | 609.30,1052.90"
507,searoutes,11,16,"155.52,1175.55 | 156.90,1164.80 | 158.23,1153.95 | 157.64,1141.56 | 145.99,1141.72 | 140.30,1127.70 | 123.40,1113.90 | 112.32,1114.24 | 91.58,1109.48 | 79.48,1124.51 | 62.68,1127.98 | 49.30,1121.60 | 31.50,1132.40 | 27.10,1149.73 | 41.21,1155.63 | 29.48,1173.04"
508,searoutes,11,6,"216.28,604.71 | 225.11,590.85 | 233.20,582.50 | 241.28,574.11 | 253.20,579.80 | 272.20,573.10"
509,searoutes,11,2,"613.66,1036.18 | 625.59,1044.25"
510,searoutes,11,3,"797.94,775.47 | 814.68,765.89 | 821.88,766.54"
511,searoutes,11,2,"241.28,574.11 | 232.91,564.99"
512,searoutes,11,2,"256.00,596.10 | 253.20,579.80"
513,searoutes,11,2,"822.79,602.42 | 836.83,592.45"
514,searoutes,11,2,"279.34,560.69 | 272.30,546.36"
515,searoutes,11,2,"740.35,351.81 | 743.25,346.38"
516,searoutes,11,4,"519.92,385.76 | 523.80,401.60 | 545.60,409.50 | 559.30,414.80"
517,searoutes,11,2,"577.10,388.10 | 568.20,381.16"
518,searoutes,11,2,"727.90,350.90 | 726.18,338.03"
519,searoutes,11,4,"610.90,349.60 | 598.04,338.83 | 588.42,322.53 | 593.26,313.60"
520,searoutes,13,5,"383.47,352.26 | 388.20,338.20 | 401.67,346.56 | 415.38,353.76 | 415.77,361.31"
521,searoutes,13,2,"415.38,353.76 | 433.70,343.34"
522,searoutes,13,3,"332.88,316.01 | 335.91,327.55 | 324.47,330.95"
523,searoutes,13,4,"388.20,338.20 | 374.78,329.80 | 354.87,331.22 | 335.91,327.55"
524,searoutes,17,5,"313.36,437.84 | 317.00,442.40 | 305.56,448.69 | 291.38,461.97 | 287.15,448.41"
525,searoutes,17,3,"280.99,469.83 | 291.38,461.97 | 299.37,465.82"
526,searoutes,17,7,"379.91,439.83 | 377.50,448.28 | 366.60,447.30 | 355.69,446.26 | 342.00,441.20 | 328.39,436.07 | 317.00,442.40"
527,trails,1,2,"1483.07,1087.39 | 1484.03,1060.12"
528,trails,1,2,"459.89,100.76 | 468.50,128.40"
529,trails,1,2,"631.02,319.12 | 621.19,329.12"
530,trails,1,2,"1187.00,1023.00 | 1177.13,1019.98"
531,trails,1,2,"663.70,1381.46 | 650.09,1375.22"
532,trails,1,3,"1419.78,1448.10 | 1414.84,1458.17 | 1394.13,1467.94"
533,trails,1,2,"858.99,1285.80 | 881.08,1321.20"
